ID,Page_Number,Make,Model,Mileage,VIN,Title Status,Location,Engine,Drivetrain,Transmission,Body Style,Exterior Color,Interior Color,Price,Sold Type,Num Bids,Y_N_Reserve,Year,Date,URL
2956,58,Mercedes-Benz,CLS 63 AMG,64800,WDDDJ77X08A123139,Clean,12313,V8,Rear-wheel drive,Automatic,Sedan,None,None,16500,Sold For,28,No Reserve,2008,3-29-2023,https://carsandbids.com/auctions/rkeQpeEN/2008-mercedes-benz-cls63-amg
2957,58,Volvo,S80,21400,YV1AH852X81082437,Clean,81082,V8,4WD/AWD,Automatic,Sedan,None,None,26000,Sold For,32,Reserve,2008,3-31-2023,https://carsandbids.com/auctions/KPd44NM2/2008-volvo-s80-v8-awd
2958,58,BMW,540i,65600,WBADE6329VBW50635,Clean,50635,V8,Rear-wheel drive,Automatic,Sedan,None,None,5050,Sold For,17,No Reserve,1997,3-29-2023,https://carsandbids.com/auctions/K1N0PP80/1997-bmw-540i-sedan
2959,58,BMW,540i,166900,WBAHE5326SGA65458,Clean,65458,V8,Rear-wheel drive,Manual,Sedan,None,None,15750,Sold For,36,No Reserve,1995,3-31-2023,https://carsandbids.com/auctions/98GDWYDX/1995-bmw-540i
2960,58,Rivian,R1T,700,7FCTGAAA3NN007969,Clean,796,Electric,4WD/AWD,Automatic,Truck,None,None,77000,Bid To,16,Reserve,2022,3-30-2023,https://carsandbids.com/auctions/KPeG5R4o/2022-rivian-r1t-adventure-edition
2961,58,Pontiac,Solstice,115200,1G2MG35X87Y130810,Clean,13081,I4,Rear-wheel drive,Manual,Convertible,None,None,8000,Sold For,3,No Reserve,2007,3-31-2023,https://carsandbids.com/auctions/r4ZXxaJp/2007-pontiac-solstice-gxp
2962,58,BMW,330i,166300,WBAEV53493KM04262,Clean,53493,I6,Rear-wheel drive,Manual,Sedan,None,None,13069,Sold For,78,No Reserve,2003,3-30-2023,https://carsandbids.com/auctions/9lbnAjxz/2003-bmw-330i-zhp-sedan
2963,58,Dodge,Durango,27900,1B4HS28N2YF299005,Clean,29900,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,8700,Sold For,46,No Reserve,2000,3-31-2023,https://carsandbids.com/auctions/37vQOgYD/2000-dodge-durango-4x4-slt-plus
2964,58,Ford,Mustang,29600,1FA6P8TH2F5307032,Clean,53070,I4,Rear-wheel drive,Automatic,Coupe,None,None,21111,Sold For,46,Reserve,2015,3-29-2023,https://carsandbids.com/auctions/98mlOdxm/2015-ford-mustang-roush-stage-1-coupe
2965,58,Lexus,LX 470,286400,JTJHT00W074023762,Clean,7402,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,9350,Sold For,14,No Reserve,2007,3-29-2023,https://carsandbids.com/auctions/3gVpA1EE/2007-lexus-lx-470
2966,58,Audi,S8,91800,WAUK2AFD2FN011285,Clean,1128,V8,4WD/AWD,Automatic,Sedan,None,None,29000,Sold For,21,Reserve,2015,3-30-2023,https://carsandbids.com/auctions/KdlJ8e5x/2015-audi-s8
2967,58,BMW,M3,142500,WBSBL93486PN66175,Clean,93486,I6,Rear-wheel drive,Manual,Coupe,None,None,23300,Sold For,42,Reserve,2006,3-31-2023,https://carsandbids.com/auctions/9nzx61ln/2006-bmw-m3-coupe
2968,58,Tesla,Model 3,15300,5YJ3E1EA7MF982669,Clean,98266,Electric,Rear-wheel drive,Automatic,Sedan,None,None,32000,Sold For,35,Reserve,2021,3-29-2023,https://carsandbids.com/auctions/r4zPm8eD/2021-tesla-model-3-standard-range-plus
2969,58,Ford,Focus RS,2000,WF0DP3TH2G4114419,Clean,41144,I4,4WD/AWD,Manual,Hatchback,None,None,41000,Sold For,37,Reserve,2016,3-31-2023,https://carsandbids.com/auctions/9lDREPMg/2016-ford-focus-rs
2970,58,BMW,M5,187700,WBSDE93412CF90325,Clean,93412,V8,Rear-wheel drive,Manual,Sedan,None,None,16000,Bid To,30,Reserve,2002,3-30-2023,https://carsandbids.com/auctions/KYR6VZlA/2002-bmw-m5
2971,58,Chevrolet,Corvette,19000,1G1YM2D76E5102271,Clean,51022,V8,Rear-wheel drive,Automatic,Coupe,None,None,41500,Sold For,17,No Reserve,2014,3-31-2023,https://carsandbids.com/auctions/KPMG6RYZ/2014-chevrolet-corvette-stingray-coupe
2972,58,Volkswagen,GTI,47800,WVWHV7AJ1AW203322,Clean,20332,I4,Front-wheel drive,Automatic,Hatchback,None,None,12500,Sold For,28,No Reserve,2010,3-30-2023,https://carsandbids.com/auctions/rJmjyPg2/2010-volkswagen-gti
2973,58,Toyota,Land Cruiser,17300,JTMHY7AJ3E4027818,Clean,40278,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,58000,Sold For,16,Reserve,2014,3-29-2023,https://carsandbids.com/auctions/rjZRPejx/2014-toyota-land-cruiser
2974,58,Porsche,Macan,59300,WP1AB2A52FLB62917,Clean,62917,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,40250,Sold For,56,Reserve,2015,3-29-2023,https://carsandbids.com/auctions/rNMMMBBX/2015-porsche-macan-s
2975,58,Porsche,Cayenne,42800,WP1AD2A22GLA71308,Clean,71308,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,43000,Sold For,13,Reserve,2016,3-30-2023,https://carsandbids.com/auctions/KVxAVLNx/2016-porsche-cayenne-gts
2976,58,Subaru,Legacy,139400,4S3BL676156224492,Clean,67615,Flat-4,4WD/AWD,Manual,Sedan,None,None,6100,Sold For,22,No Reserve,2005,3-31-2023,https://carsandbids.com/auctions/KDXgp7dp/2005-subaru-legacy-25gt-limited-sedan
2977,58,Mercedes-Benz,E55 AMG,151300,WDBUF76J76A832834,Clean,83283,V8,Rear-wheel drive,Automatic,Sedan,None,None,11400,Sold For,34,No Reserve,2006,3-30-2023,https://carsandbids.com/auctions/rw2PaomZ/2006-mercedes-benz-e55-amg-sedan
2978,58,Nissan,Silvia,118000,CS14001800,Other,14001,I4,Rear-wheel drive,Manual,Coupe,None,None,26000,Sold For,40,Reserve,1995,3-31-2023,https://carsandbids.com/auctions/rxMGeeYq/1995-nissan-silvia
2979,58,Dodge,Charger,41000,2C3CDXCTXEH159261,Clean,15926,V8,Rear-wheel drive,Automatic,Sedan,None,None,33123,Sold For,20,Reserve,2014,3-31-2023,https://carsandbids.com/auctions/3OQobewm/2014-dodge-charger-r-t-plus
2980,58,Mercedes-Benz,CLK 55 AMG,20900,WDBTK76G46T069896,Clean,6989,V8,Rear-wheel drive,Automatic,Convertible,None,None,20500,Sold For,30,Reserve,2006,3-31-2023,https://carsandbids.com/auctions/3zdRAqBd/2006-mercedes-benz-clk55-amg-cabriolet
2981,58,MINI,Cooper Countryman,87600,WMWZC5C50FWT37757,Clean,37757,I4,4WD/AWD,Manual,SUV/Crossover,None,None,23000,Sold For,55,No Reserve,2015,3-30-2023,https://carsandbids.com/auctions/9QA7XYad/2015-mini-cooper-s-countryman-all4
2982,58,Chevrolet,Corvette,3700,1G1Y82D43L5112053,Clean,51120,V8,Rear-wheel drive,Automatic,Coupe,None,None,79004,Sold For,31,Reserve,2020,3-29-2023,https://carsandbids.com/auctions/rNBMGBZW/2020-chevrolet-corvette-stingray-coupe
2983,58,Toyota,4Runner,140900,JT3HN86R019049404,Clean,1904,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,10200,Sold For,30,No Reserve,2001,3-29-2023,https://carsandbids.com/auctions/rGA5pdd3/2001-toyota-4runner-sr5-4x4
2984,58,Porsche,911,26500,WP0CD2A92JS162079,Clean,16207,Flat-6,4WD/AWD,Automatic,Convertible,None,None,123000,Bid To,24,Reserve,2018,3-31-2023,https://carsandbids.com/auctions/rMq7pGmk/2018-porsche-911-turbo-cabriolet
2985,58,Volkswagen,Rabbit,191300,1VWDC0176DV073870,Clean,7387,I4,Front-wheel drive,Manual,Hatchback,None,None,16850,Sold For,30,Reserve,1983,3-30-2023,https://carsandbids.com/auctions/30XBNb5L/1983-volkswagen-rabbit-gti
2986,58,Honda,Civic,53000,2HGFG21577H704361,Clean,21577,I4,Front-wheel drive,Manual,Coupe,None,None,11950,Sold For,13,No Reserve,2007,3-30-2023,https://carsandbids.com/auctions/3qL6oWLe/2007-honda-civic-si-coupe
2987,58,Porsche,911,105600,WP0AA29987S710664,Clean,29987,Flat-6,Rear-wheel drive,Manual,Coupe,None,None,27255,Sold For,26,Reserve,2007,3-30-2023,https://carsandbids.com/auctions/3LEOwelZ/2007-porsche-911-carrera-coupe
2988,58,Jaguar,XK8,13200,SAJGX5041XC035716,Clean,3571,V8,Rear-wheel drive,Automatic,Coupe,None,None,19000,Sold For,49,Reserve,1999,3-30-2023,https://carsandbids.com/auctions/rMVqX65p/1999-jaguar-xk8-coupe
2989,58,Jaguar,F-Type,35100,SAJWJ6DLXGMK20779,Clean,20779,V8,4WD/AWD,Automatic,Coupe,None,None,34500,Sold For,23,No Reserve,2016,3-31-2023,https://carsandbids.com/auctions/rEJaqxQ8/2016-jaguar-f-type-r-coupe
2990,58,Cadillac,Eldorado,4200,1G6EL5783FE605456,Clean,60545,V8,Front-wheel drive,Automatic,Coupe,None,None,5800,Sold For,21,No Reserve,1985,3-30-2023,https://carsandbids.com/auctions/3v2MpJ8k/1985-cadillac-eldorado-biarritz
2991,58,Mercedes-Benz,S350,113200,WDDNG8DB2CA425638,Clean,42563,V6,4WD/AWD,Automatic,Sedan,None,None,15250,Bid To,29,Reserve,2012,3-30-2023,https://carsandbids.com/auctions/3OZanRog/2012-mercedes-benz-s350-bluetec-4matic
2992,58,Land Rover,LR4,165100,SALAG2D40BA564830,Clean,56483,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,16000,Sold For,44,No Reserve,2011,3-31-2023,https://carsandbids.com/auctions/9Xj8VGaO/2011-land-rover-lr4-hse
2993,58,Ford,Mustang,400,1FABP28M9GF292090,Other,29209,V8,Rear-wheel drive,Manual,Coupe,None,None,18251,Sold For,25,No Reserve,1986,3-30-2023,https://carsandbids.com/auctions/KZmWXxWm/1986-ford-mustang-gt-coupe
2994,58,Audi,S4,60500,WAUKGAFL3CA033288,Clean,3328,V6,4WD/AWD,Automatic,Sedan,None,None,25000,Sold For,46,No Reserve,2012,3-29-2023,https://carsandbids.com/auctions/9eNM1oP6/2012-audi-s4
2995,58,Porsche,911,7100,WP0AB2A93JS123434,Clean,12343,Flat-6,Rear-wheel drive,Automatic,Coupe,None,None,100087,Sold For,15,Reserve,2018,3-29-2023,https://carsandbids.com/auctions/KVQz8pbQ/2018-porsche-911-carrera-s-coupe
2996,58,Mercedes-Benz,S420,85300,WDBGA43E5SA211829,Clean,21182,V8,Rear-wheel drive,Automatic,Sedan,None,None,9500,Sold For,42,No Reserve,1995,3-31-2023,https://carsandbids.com/auctions/3vALeEQM/1995-mercedes-benz-s420
2997,58,Rivian,R1S,150,7PDSGABL5PN003872,Clean,387,Electric,4WD/AWD,Automatic,SUV/Crossover,None,None,100000,Sold For,20,Reserve,2023,3-30-2023,https://carsandbids.com/auctions/3o2zPBjw/2023-rivian-r1s-launch-edition
2998,58,Nissan,350Z,1800,JN1AZ34DX5M609382,Clean,60938,V6,Rear-wheel drive,Automatic,Coupe,None,None,22000,Sold For,27,Reserve,2005,3-31-2023,https://carsandbids.com/auctions/9WLZJmVv/2005-nissan-350z-coupe-35th-anniversary-edition
2999,58,Porsche,Boxster,53600,WP0CB2A81DS133917,Clean,13391,Flat-6,Rear-wheel drive,Manual,Convertible,None,None,42000,Sold For,51,Reserve,2013,3-30-2023,https://carsandbids.com/auctions/9XbRBvl7/2013-porsche-boxster-s
3000,59,Rivian,R1T,80,7FCTGAAA1NN016864,Clean,1686,Electric,4WD/AWD,Automatic,Truck,None,None,78787,Sold For,17,Reserve,2022,3-28-2023,https://carsandbids.com/auctions/Km22gYJ0/2022-rivian-r1t-adventure-edition
3001,59,Subaru,Legacy,159000,4S3BMFL66A1215913,Clean,12159,Flat-4,4WD/AWD,Manual,Sedan,None,None,10704,Sold For,29,No Reserve,2010,3-29-2023,https://carsandbids.com/auctions/9abGN2Bo/2010-subaru-legacy-25gt-limited
3002,59,BMW,X5 M,62500,5YMKT6C52H0U38886,Clean,38886,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,38277,Sold For,32,Reserve,2017,3-27-2023,https://carsandbids.com/auctions/37OQWgEA/2017-bmw-x5-m
3003,59,Mercedes-Benz,G55 AMG,158900,WDCYR46E13X136646,Clean,13664,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,35000,Sold For,30,Reserve,2003,3-27-2023,https://carsandbids.com/auctions/3OjomexY/2003-mercedes-benz-g55-amg
3004,59,GMC,Sierra,106200,1GTN2TEC8EZ409547,Clean,40954,V8,4WD/AWD,Automatic,Truck,None,None,17250,Bid To,18,Reserve,2014,3-27-2023,https://carsandbids.com/auctions/rGgGQZv2/2014-gmc-sierra-1500-4x4
3005,59,Alfa Romeo,Giulia,15000,ZARFAMEVXK7615920,Clean,76159,V6,Rear-wheel drive,Automatic,Sedan,None,None,62000,Sold For,47,Reserve,2019,3-28-2023,https://carsandbids.com/auctions/9ApDqGyj/2019-alfa-romeo-giulia-quadrifoglio
3006,59,Mercedes-Benz,SLK350,26400,WDBWK56FX5F046144,Clean,4614,V6,Rear-wheel drive,Automatic,Convertible,None,None,17100,Sold For,48,Reserve,2005,3-27-2023,https://carsandbids.com/auctions/3vNLoEev/2005-mercedes-benz-slk350
3007,59,BMW,135i,110200,WBAUC7C52AVK81132,Clean,81132,I6,Rear-wheel drive,Manual,Coupe,None,None,15750,Sold For,47,No Reserve,2010,3-27-2023,https://carsandbids.com/auctions/3oeWqpdE/2010-bmw-135i-coupe
3008,59,Ford,Mustang,30400,1ZVBP8CU4C5255126,Clean,52551,V8,Rear-wheel drive,Manual,Coupe,None,None,33900,Sold For,30,Reserve,2012,3-28-2023,https://carsandbids.com/auctions/rk6MqQ1R/2012-ford-mustang-boss-302
3009,59,BMW,530xi,168500,WBANN73577B799200,Clean,73577,I6,4WD/AWD,Manual,Wagon,None,None,10101,Sold For,47,No Reserve,2007,3-27-2023,https://carsandbids.com/auctions/9nqxpVBG/2007-bmw-530xi-sports-wagon
3010,59,BMW,328i,164200,WBA3G7C56EKN36209,Clean,36209,I4,4WD/AWD,Automatic,Wagon,None,None,13600,Sold For,38,Reserve,2014,3-29-2023,https://carsandbids.com/auctions/9WxqEyyd/2014-bmw-328i-xdrive-sports-wagon
3011,59,Volkswagen,Phaeton,180600,WVWAH63D648008481,Clean,64800,W12,4WD/AWD,Automatic,Sedan,None,None,7125,Sold For,11,No Reserve,2004,3-29-2023,https://carsandbids.com/auctions/KPbPWlGN/2004-volkswagen-phaeton-w12-premiere-edition
3012,59,Mercedes-Benz,300CD,263100,WDBAB53A8CB000089,Clean,8,I5,Rear-wheel drive,Automatic,Coupe,None,None,4750,Sold For,13,No Reserve,1982,3-27-2023,https://carsandbids.com/auctions/9aa0RMQm/1982-mercedes-benz-300cd
3013,59,BMW,550i,116300,WBANW53598CT34477,Clean,53598,V8,Rear-wheel drive,Manual,Sedan,None,None,13999,Sold For,56,No Reserve,2008,3-28-2023,https://carsandbids.com/auctions/rxLGBev8/2008-bmw-550i
3014,59,BMW,M3,82400,WBSBR93413PK02321,Clean,93413,I6,Rear-wheel drive,Manual,Convertible,None,None,17500,Bid To,25,Reserve,2003,3-29-2023,https://carsandbids.com/auctions/9l0z6GmZ/2003-bmw-m3-convertible
3015,59,BMW,M5,90000,WBSDE9347YBZ94600,Clean,94600,V8,Rear-wheel drive,Manual,Sedan,None,None,24670,Bid To,12,Reserve,2000,3-28-2023,https://carsandbids.com/auctions/9QMV8WOe/2000-bmw-m5
3016,59,Jeep,Wrangler,94000,1J4FY29S2RP448709,Clean,44870,I6,4WD/AWD,Manual,SUV/Crossover,None,None,7200,Sold For,10,No Reserve,1994,3-28-2023,https://carsandbids.com/auctions/KDgoA8ZE/1994-jeep-wrangler-se-4x4
3017,59,Porsche,911,43700,WP0CA2A90DS140899,Clean,14089,Flat-6,Rear-wheel drive,Automatic,Convertible,None,None,56750,Sold For,6,Reserve,2013,3-27-2023,https://carsandbids.com/auctions/30M8OlGj/2013-porsche-911-carrera-cabriolet
3018,59,BMW,335i,99300,WBAPL5C5XBA920268,Clean,92026,I6,4WD/AWD,Automatic,Sedan,None,None,9901,Sold For,37,No Reserve,2011,3-27-2023,https://carsandbids.com/auctions/3yEBd40w/2011-bmw-335i-xdrive-sedan
3019,59,Saab,9-5,74100,YS3EH45G113010380,Clean,11301,I4,Front-wheel drive,Manual,Sedan,None,None,7500,Sold For,30,No Reserve,2001,3-27-2023,https://carsandbids.com/auctions/36GV5V6n/2001-saab-9-5-aero-sedan
3020,59,Mercedes-Benz,G63 AMG,97300,WDCYC7DFXDX213921,Clean,21392,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,55120,Sold For,39,Reserve,2013,3-28-2023,https://carsandbids.com/auctions/rMb7zAPm/2013-mercedes-benz-g63-amg
3021,59,Ford,Mustang,1800,1FA6P8CF7L5162709,Clean,51627,V8,Rear-wheel drive,Automatic,Coupe,None,None,38250,Bid To,11,Reserve,2020,3-27-2023,https://carsandbids.com/auctions/rknzo76W/2020-ford-mustang-gt-cs-coupe
3022,59,Nissan,370Z,23700,JN1AZ4EH4KM422268,Clean,42226,V6,Rear-wheel drive,Automatic,Coupe,None,None,33750,Sold For,21,Reserve,2019,3-27-2023,https://carsandbids.com/auctions/KVbjzj6L/2019-nissan-370z-nismo-coupe
3023,59,Ford,GT,6800,1FAFP90S55Y400856,Clean,40085,V8,Rear-wheel drive,Manual,Coupe,None,None,349000,Sold For,53,Reserve,2005,3-28-2023,https://carsandbids.com/auctions/3qNpNooa/2005-ford-gt
3024,59,Hummer,H2,156700,5GRGN02259H100915,Clean,2259,V8,4WD/AWD,Automatic,Truck,None,None,28000,Sold For,62,Reserve,2009,3-29-2023,https://carsandbids.com/auctions/rjjWJODN/2009-hummer-h2-sut-luxury
3025,59,Dodge,Charger,37800,2C3CDXL91HH503343,Clean,50334,V8,Rear-wheel drive,Automatic,Sedan,None,None,50000,Sold For,24,Reserve,2017,3-28-2023,https://carsandbids.com/auctions/r4RepnVL/2017-dodge-charger-srt-hellcat
3026,59,Tesla,Model 3,8200,5YJ3E1EC8MF990961,Clean,99096,Electric,4WD/AWD,Automatic,Sedan,None,None,45250,Sold For,16,Reserve,2021,3-28-2023,https://carsandbids.com/auctions/rMeqRZ28/2021-tesla-model-3-performance
3027,59,Porsche,911,65600,WP0AA29921S620143,Clean,29921,Flat-6,4WD/AWD,Manual,Coupe,None,None,35500,Sold For,44,Reserve,2001,3-29-2023,https://carsandbids.com/auctions/92RwzOn4/2001-porsche-911-carrera-4-coupe
3028,59,Rivian,R1S,400,7PDSGABA7PN003970,Clean,397,Electric,4WD/AWD,Automatic,SUV/Crossover,None,None,90000,Sold For,6,Reserve,2023,3-28-2023,https://carsandbids.com/auctions/9QABWWGY/2023-rivian-r1s-adventure-edition
3029,59,Mercedes-Benz,S65 AMG,158300,WDDNG79X18A159325,Clean,15932,V12,Rear-wheel drive,Automatic,Sedan,None,None,19250,Sold For,43,No Reserve,2008,3-28-2023,https://carsandbids.com/auctions/3BYyyxoX/2008-mercedes-benz-s65-amg
3030,59,BMW,Z4,72100,4USBT33555LS58040,Clean,33555,I6,Rear-wheel drive,Automatic,Convertible,None,None,11750,Sold For,43,No Reserve,2005,3-28-2023,https://carsandbids.com/auctions/rxMY5bGj/2005-bmw-z4-25i-roadster
3031,59,Toyota,TownAce,32100, CM650013033,Clean,65001,I4,4WD/AWD,Manual,Truck,None,None,11000,Sold For,60,No Reserve,1991,3-29-2023,https://carsandbids.com/auctions/37l224kR/1991-toyota-townace-4wd
3032,59,Audi,S4,100000,WAUGL78EX7A235828,Clean,23582,V8,4WD/AWD,Manual,Sedan,None,None,10400,Bid To,9,Reserve,2007,3-27-2023,https://carsandbids.com/auctions/3zxRWJP1/2007-audi-s4-sedan
3033,59,Tesla,Model S,22400,5YJSA1E22GF169907,Clean,16990,Electric,4WD/AWD,Automatic,Sedan,None,None,59000,Sold For,47,Reserve,2016,3-28-2023,https://carsandbids.com/auctions/3Rqq5glD/2016-tesla-model-s-90d
3034,59,MINI,Cooper,30000,WMWRE33485TD98542,Clean,33485,I4,Front-wheel drive,Manual,Hatchback,None,None,9600,Sold For,18,No Reserve,2005,3-27-2023,https://carsandbids.com/auctions/9e0R0xEo/2005-mini-cooper-s
3035,59,Mercedes-Benz,E63 AMG,43500,WDDZH8KB2KA623944,Clean,62394,V8,4WD/AWD,Automatic,Wagon,None,None,79663,Bid To,16,Reserve,2019,3-29-2023,https://carsandbids.com/auctions/A3zjPGN3/2019-mercedes-amg-e63-s-wagon
3036,59,BMW,Alpina B7,32900,WBA7F2C34HG543818,Clean,54381,V8,4WD/AWD,Automatic,Sedan,None,None,51500,Sold For,33,Reserve,2017,3-28-2023,https://carsandbids.com/auctions/9lvRQP5m/2017-bmw-alpina-b7
3037,59,Nissan,240SX,37000,JN1HS36PXKW021007,Clean,2100,I4,Rear-wheel drive,Automatic,Coupe,None,None,16750,Sold For,17,Reserve,1989,3-29-2023,https://carsandbids.com/auctions/3B55O71d/1989-nissan-240sx-se
3038,59,Saab,9-2X,138800,JF4GG22655G050505,Clean,22655,Flat-4,4WD/AWD,Manual,Wagon,None,None,10400,Sold For,57,No Reserve,2005,3-29-2023,https://carsandbids.com/auctions/30P2Y7PM/2005-saab-9-2x-aero
3039,59,Suzuki,Cervo,47400, CN32S300043,Clean,30004,I4,Front-wheel drive,Manual,Hatchback,None,None,4400,Sold For,11,No Reserve,1994,3-28-2023,https://carsandbids.com/auctions/KZem1EOZ/1994-suzuki-cervo-mode-sr-four
3040,59,Porsche,911,99300,WP0CA29942S653171,Clean,29942,Flat-6,Rear-wheel drive,Manual,Convertible,None,None,19750,Sold For,15,Reserve,2002,3-28-2023,https://carsandbids.com/auctions/35pjgWVY/2002-porsche-911-carrera-cabriolet
3041,59,BMW,325i,110500,WBAET37423NH04067,Clean,37423,I6,Rear-wheel drive,Manual,Sedan,None,None,8201,Sold For,46,No Reserve,2003,3-28-2023,https://carsandbids.com/auctions/3pAGejvd/2003-bmw-325i-sedan
3042,59,Toyota,Aristo,127800, JZS1610007122,Clean,16100,I6,Rear-wheel drive,Automatic,Sedan,None,None,15500,Sold For,93,Reserve,1997,3-28-2023,https://carsandbids.com/auctions/rb0mEW12/1997-toyota-aristo-v300
3043,59,Lamborghini,Gallardo,11400,ZHWGU6AU5DLA13090,Clean,13090,V10,4WD/AWD,Automatic,Convertible,None,None,110000,Bid To,22,Reserve,2013,3-27-2023,https://carsandbids.com/auctions/rGJk40xN/2013-lamborghini-gallardo-lp560-4-spyder
3044,59,Honda,Civic,43600,SHHEP33532U305876,Clean,33532,I4,Front-wheel drive,Manual,Hatchback,None,None,12100,Sold For,15,No Reserve,2002,3-28-2023,https://carsandbids.com/auctions/3gnxboy1/2002-honda-civic-si-hatchback
3045,59,Volkswagen,Golf R,80500,WVWLF7AU9FW191591,Clean,19159,I4,4WD/AWD,Automatic,Hatchback,None,None,32823,Sold For,12,Reserve,2015,3-28-2023,https://carsandbids.com/auctions/KYZM2ap0/2015-volkswagen-golf-r
3046,59,BMW,325e,135000,WBAAB540XH9693847,Clean,96938,I6,Rear-wheel drive,Manual,Coupe,None,None,9500,Sold For,24,No Reserve,1987,3-28-2023,https://carsandbids.com/auctions/36dVbVWW/1987-bmw-325e-coupe
3047,59,Jaguar,XJ,27000,SAJWA1C77G8V92371,Clean,92371,V6,Rear-wheel drive,Automatic,Sedan,None,None,29000,Sold For,42,No Reserve,2016,3-29-2023,https://carsandbids.com/auctions/3vyPzQ7m/2016-jaguar-xj-r-sport
3048,59,Subaru,WRX,114500,JF1GR7E64DG895246,Clean,89524,Flat-4,4WD/AWD,Manual,Hatchback,None,None,12500,Sold For,28,No Reserve,2013,3-28-2023,https://carsandbids.com/auctions/KY06BZyE/2013-subaru-impreza-wrx
3049,59,BMW,340i,104800,WBA8B3G56GNT92329,Clean,92329,I6,Rear-wheel drive,Automatic,Sedan,None,None,17500,Sold For,16,Reserve,2016,3-28-2023,https://carsandbids.com/auctions/rEq6zExe/2016-bmw-340i-sedan
3050,60,Rivian,R1S,400,7PDSGABL0NN002092,Clean,209,Electric,4WD/AWD,Automatic,SUV/Crossover,None,None,89000,Sold For,8,Reserve,2022,3-24-2023,https://carsandbids.com/auctions/rklQEeXl/2022-rivian-r1s-launch-edition
3051,60,AM General,M1151A1,700,198048,Clean,19804,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,89000,Bid To,47,Reserve,1999,3-24-2023,https://carsandbids.com/auctions/35kjBOYR/1999-am-general-m1151a1
3052,60,Mercedes-Benz,SL65 AMG,36000,WDDJK7KA9DF011827,Clean,1182,V12,Rear-wheel drive,Automatic,Convertible,None,None,71500,Sold For,39,Reserve,2013,3-23-2023,https://carsandbids.com/auctions/KVXznpal/2013-mercedes-benz-sl65-amg
3053,60,Mercedes-Benz,GLS 63 AMG,100000,4JGDF7FE1HA794195,Clean,79419,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,31058,Bid To,25,Reserve,2017,3-24-2023,https://carsandbids.com/auctions/3RYBPdgv/2017-mercedes-amg-gls-63
3054,60,BMW,M240i,34300,WBA2N1C50JVC28432,Clean,28432,I6,Rear-wheel drive,Automatic,Convertible,None,None,32423,Sold For,33,Reserve,2018,3-24-2023,https://carsandbids.com/auctions/3vdMGJJj/2018-bmw-m240i-convertible
3055,60,Chevrolet,Corvette,21300,1G1YW2DW7D5100688,Clean,51006,V8,Rear-wheel drive,Automatic,Coupe,None,None,39355,Sold For,33,Reserve,2013,3-24-2023,https://carsandbids.com/auctions/3BLyb4jA/2013-chevrolet-corvette-grand-sport-coupe
3056,60,BMW,320i,97600,WBACE51040EN66012,Clean,51040,I6,Rear-wheel drive,Manual,Wagon,None,None,13000,Sold For,35,No Reserve,1996,3-24-2023,https://carsandbids.com/auctions/9Abn8ZA8/1996-bmw-320i-touring
3057,60,BMW,330i,100500,WBAEV53433KM03690,Clean,53433,I6,Rear-wheel drive,Manual,Sedan,None,None,17750,Sold For,23,No Reserve,2003,3-23-2023,https://carsandbids.com/auctions/r4bPO8Yn/2003-bmw-330i-zhp-sedan
3058,60,Mazda,Lantis,52900,CBAEP-112835,Clean,11283,V6,Front-wheel drive,Manual,Sedan,None,None,6800,Sold For,27,No Reserve,1995,3-27-2023,https://carsandbids.com/auctions/3g7jMaZb/1995-mazda-lantis-type-x
3059,60,BMW,M4,12200,WBS4Y9C59JAC87593,Clean,87593,I6,Rear-wheel drive,Automatic,Coupe,None,None,56000,Sold For,47,No Reserve,2018,3-27-2023,https://carsandbids.com/auctions/KZBWoxxO/2018-bmw-m4-coupe-competition-package
3060,60,Lexus,GS 460,132500,JTHBL96S885001228,Clean,88500,V8,Rear-wheel drive,Automatic,Sedan,None,None,12250,Sold For,4,No Reserve,2008,3-23-2023,https://carsandbids.com/auctions/3zZ108Md/2008-lexus-gs-460
3061,60,Genesis,G70,36000,KMTG34LE9KU022936,Clean,2293,V6,4WD/AWD,Automatic,Sedan,None,None,31501,Sold For,47,Reserve,2019,3-24-2023,https://carsandbids.com/auctions/37W2k4qZ/2019-genesis-g70-sport-33t-awd
3062,60,Isuzu,Amigo,121000,UCS55DW7111154,Clean,71111,I4,4WD/AWD,Manual,SUV/Crossover,None,None,8001,Sold For,29,No Reserve,1992,3-24-2023,https://carsandbids.com/auctions/rbq5DRJg/1992-isuzu-mysterious-utility-4x4
