ID,Page_Number,Make,Model,Mileage,VIN,Title Status,Location,Engine,Drivetrain,Transmission,Body Style,Exterior Color,Interior Color,Price,Sold Type,Num Bids,Y_N_Reserve,Year,Date,URL
6961,138,Maserati,Spyder,30300,ZAMBB18A240013257,Clean,24001,V8,Rear-wheel drive,Automatic,Convertible,None,None,17000,Sold For,30,No Reserve,2004,7-12-2022,https://carsandbids.com/auctions/rJ6agLqz/2004-maserati-spyder-cambiocorsa
6962,138,Ford,F-350,164100,1FTSW31F5XEA10743,Clean,10743,V8,4WD/AWD,Automatic,Truck,None,None,15500,Bid To,53,Reserve,1999,7-12-2022,https://carsandbids.com/auctions/3LGq7qZ7/1999-ford-f-350-super-duty-xlt-4x4
6963,138,Lexus,GX 470,193000,JTJBT20X030013812,Clean,3001,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,23750,Sold For,36,Reserve,2003,7-11-2022,https://carsandbids.com/auctions/9Qx1P0lD/2003-lexus-gx-470
6964,138,Cadillac,Eldorado,49900,1G6EC12922B106197,Clean,12922,V8,Front-wheel drive,Automatic,Coupe,None,None,7100,Sold For,15,Reserve,2002,7-12-2022,https://carsandbids.com/auctions/3ODoeRRm/2002-cadillac-eldorado-etc-collector-series
6965,138,Dodge,Viper,4600,1B3JZ69Z78V200307,Clean,20030,V10,Rear-wheel drive,Manual,Coupe,None,None,84000,Sold For,38,Reserve,2008,7-11-2022,https://carsandbids.com/auctions/9aYyeYxD/2008-dodge-viper-srt-10-coupe
6966,138,Volvo,C30,66400,YV1672MK9D2308351,Clean,23083,I5,Front-wheel drive,Automatic,Hatchback,None,None,24500,Sold For,51,Reserve,2013,7-11-2022,https://carsandbids.com/auctions/92w2y8db/2013-volvo-c30-polestar-limited-edition
6967,138,Mitsubishi,Lancer Evolution,63200,JA32W5FV1AU004767,Clean,476,I4,4WD/AWD,Automatic,Sedan,None,None,21000,Sold For,38,Reserve,2010,7-11-2022,https://carsandbids.com/auctions/KmyMZ2xK/2010-mitsubishi-lancer-evolution-x-mr
6968,138,Jeep,Wrangler,37900,1C4BJWFG3DL575484,Clean,57548,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,71222,Sold For,11,Reserve,2013,7-12-2022,https://carsandbids.com/auctions/35WXjjJJ/2013-jeep-wrangler-unlimited-rubicon-aev-jk250-4x4
6969,138,BMW,Z3,117100,4USCJ3323VLC04688,Clean,4688,I6,Rear-wheel drive,Manual,Convertible,None,None,6950,Sold For,18,No Reserve,1997,7-12-2022,https://carsandbids.com/auctions/9eA2jk5y/1997-bmw-z3-28i-roadster
6970,138,Rivian,R1T,120,7FCTGAAL1NN001864,Clean,186,Electric,4WD/AWD,Automatic,Truck,None,None,111055,Sold For,23,Reserve,2022,7-12-2022,https://carsandbids.com/auctions/KDvX8YQ0/2022-rivian-r1t-launch-edition
6971,138,BMW,Z4,98700,4USDU53427LF77281,Clean,53427,I6,Rear-wheel drive,Automatic,Coupe,None,None,12500,Sold For,21,No Reserve,2007,7-13-2022,https://carsandbids.com/auctions/3pYGqgYn/2007-bmw-z4-30si-coupe
6972,138,Jaguar,XF,18100,SAJWA07C391R10600,Clean,10600,V8,Rear-wheel drive,Automatic,Sedan,None,None,71222,Sold For,31,Reserve,2009,7-12-2022,https://carsandbids.com/auctions/36gaDpey/2009-jaguar-xf-supercharged
6973,138,Cadillac,DeVille,48200,1GEEH90Y1XU550696,Clean,55069,V8,Front-wheel drive,Automatic,Sedan,None,None,4474,Bid To,21,Reserve,1999,7-13-2022,https://carsandbids.com/auctions/9XJw2jQj/1999-cadillac-deville-limousine
6974,138,Pontiac,Firebird,71300,2G2FV22G7Y2165446,Clean,21654,V8,Rear-wheel drive,Automatic,Coupe,None,None,12200,Sold For,36,No Reserve,2000,7-13-2022,https://carsandbids.com/auctions/3qJpkbv1/2000-pontiac-firebird-trans-am
6975,138,Ferrari,F430,23200,ZFFEW59A470153683,Clean,47015,V8,Rear-wheel drive,Automatic,Convertible,None,None,91000,Bid To,62,Reserve,2007,7-12-2022,https://carsandbids.com/auctions/KdA8y8Np/2007-ferrari-f430-spider
6976,138,BMW,M3,93800,WBSBL93484PN58588,Clean,93484,I6,Rear-wheel drive,Automatic,Coupe,None,None,19000,Sold For,27,Reserve,2004,7-12-2022,https://carsandbids.com/auctions/rwWvl68a/2004-bmw-m3-coupe
6977,138,Porsche,911,223100,WP0EA0914BS160324,Clean,16032,Flat-6,Rear-wheel drive,Manual,Coupe,None,None,29000,Sold For,19,Reserve,1981,7-12-2022,https://carsandbids.com/auctions/3oRoplQv/1981-porsche-911-sc-targa
6978,138,Mercedes-Benz,GLE 63 AMG,67500,4JGDA7EBXGA701808,Clean,70180,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,42250,Sold For,22,Reserve,2016,7-11-2022,https://carsandbids.com/auctions/KZaWv8Qm/2016-mercedes-amg-gle63
6979,138,Mercedes-Benz,GLA 45 AMG,76200,WDDTG5CB2FJ075181,Clean,7518,I4,4WD/AWD,Automatic,SUV/Crossover,None,None,26250,Sold For,7,Reserve,2015,7-13-2022,https://carsandbids.com/auctions/98ZgQ50Q/2015-mercedes-benz-gla45-amg
6980,138,Ford,Fiesta ST,39500,3FADP4GX6FM149449,Clean,14944,I4,Front-wheel drive,Manual,Hatchback,None,None,15250,Sold For,19,Reserve,2015,7-11-2022,https://carsandbids.com/auctions/9W70XgwB/2015-ford-fiesta-st
6981,138,Chevrolet,Suburban,69000,3GNGK26G81G271739,Clean,27173,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,16500,Bid To,15,Reserve,2001,7-12-2022,https://carsandbids.com/auctions/9le45ZoN/2001-chevrolet-suburban-2500-lt-4x4
6982,138,Honda,Civic,29800,2HGFC3A58JH756865,Clean,75686,I4,Front-wheel drive,Manual,Coupe,None,None,23111,Sold For,14,Reserve,2018,7-12-2022,https://carsandbids.com/auctions/3yQwMMy3/2018-honda-civic-si-coupe
6983,138,Ford,Ranger,32000,1FTYR14U12TA01610,Clean,1610,V6,Rear-wheel drive,Automatic,Truck,None,None,13600,Sold For,39,No Reserve,2002,7-11-2022,https://carsandbids.com/auctions/rkEZWPqL/2002-ford-ranger-xlt
6984,138,Volkswagen,Passat,156900,WVWLK63B03E413471,Clean,41347,W8,4WD/AWD,Manual,Wagon,None,None,14500,Sold For,16,No Reserve,2003,7-11-2022,https://carsandbids.com/auctions/92L2RMV6/2003-volkswagen-passat-w8-wagon
6985,138,Mazda,Mazdaspeed MX-5,88200,JM1NB354440404597,Clean,35444,I4,Rear-wheel drive,Manual,Convertible,None,None,11100,Sold For,18,No Reserve,2004,7-13-2022,https://carsandbids.com/auctions/3yYBzWJp/2004-mazdaspeed-mx-5-miata
6986,138,Mitsubishi,Montero,137700,JA4NW31SX3J021596,Clean,2159,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,7600,Sold For,29,No Reserve,2003,7-11-2022,https://carsandbids.com/auctions/3g4jwmdy/2003-mitsubishi-montero-xls-4x4
6987,138,Maserati,Levante,24500,ZN661YUS7JX303575,Clean,30357,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,49000,Bid To,47,Reserve,2018,7-13-2022,https://carsandbids.com/auctions/30xa4vaV/2018-maserati-levante-s-gransport
6988,138,Cadillac,Fleetwood,52500,1G6AW6983E9142587,Clean,91425,V8,Rear-wheel drive,Automatic,Sedan,None,None,6000,Sold For,15,No Reserve,1984,7-11-2022,https://carsandbids.com/auctions/37DLMzP7/1984-cadillac-fleetwood-brougham
6989,138,Ford,Mustang,44500,1FA6P8CF3H5257520,Clean,52575,V8,Rear-wheel drive,Manual,Coupe,None,None,32500,Sold For,34,Reserve,2017,7-12-2022,https://carsandbids.com/auctions/3zl1wZ0N/2017-ford-mustang-gt-premium-coupe
6990,138,Mazda,MX-5 Miata,33700, JM1NA3514L0135038,Clean,1350,I4,Rear-wheel drive,Manual,Convertible,None,None,9600,Sold For,10,Reserve,1990,7-11-2022,https://carsandbids.com/auctions/K147dW4j/1990-mazda-mx-5-miata
6991,138,Toyota,Land Cruiser,270400,JTEHT05J362088854,Clean,36208,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,71122,Sold For,35,Reserve,2006,7-11-2022,https://carsandbids.com/auctions/3qB65wPe/2006-toyota-land-cruiser
6992,138,BMW,325i,173700,WBABB2304K8864027,Clean,88640,I6,Rear-wheel drive,Manual,Convertible,None,None,12800,Sold For,32,No Reserve,1989,7-12-2022,https://carsandbids.com/auctions/9n5xnj2r/1989-bmw-325i-convertible
6993,138,BMW,335i,120000,WBAKF9C58BE619158,Clean,61915,I6,4WD/AWD,Automatic,Coupe,None,None,11300,Sold For,7,No Reserve,2011,7-11-2022,https://carsandbids.com/auctions/3ojzn6RV/2011-bmw-335i-xdrive-coupe
6994,138,Porsche,Cayenne,82700,WP1AF2A28ELA42676,Clean,42676,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,71222,Sold For,26,Reserve,2014,7-12-2022,https://carsandbids.com/auctions/rNd2oWvW/2014-porsche-cayenne-diesel
6995,139,Jaguar,XJR,52800,SAJWA2EK2EMV53649,Clean,53649,V8,Rear-wheel drive,Automatic,Sedan,None,None,33900,Sold For,41,Reserve,2014,7-8-2022,https://carsandbids.com/auctions/rbxmw4V2/2014-jaguar-xjr-l
6996,139,Ford,Focus RS,22800,WF0DP3THXJ4127863,Clean,41278,I4,4WD/AWD,Manual,Hatchback,None,None,38750,Sold For,32,Reserve,2018,7-8-2022,https://carsandbids.com/auctions/rwB74Xqy/2018-ford-focus-rs
6997,139,Chevrolet,C/K Series,58700,1GCEC14H2FS149140,Clean,14914,V8,Rear-wheel drive,Automatic,Truck,None,None,5700,Sold For,17,No Reserve,1985,7-7-2022,https://carsandbids.com/auctions/KDnkVnoG/1985-chevrolet-c10-scottsdale
6998,139,Ford,Bronco,4000,1FMDE5BH7NLB15537,Clean,15537,I4,4WD/AWD,Manual,SUV/Crossover,None,None,48001,Sold For,26,Reserve,2022,7-7-2022,https://carsandbids.com/auctions/3vA8QmQN/2022-ford-bronco
6999,139,Toyota,Land Cruiser,235000,JT3FJ80W9N0038333,Clean,383,I6,4WD/AWD,Automatic,SUV/Crossover,None,None,6400,Sold For,28,No Reserve,1992,7-7-2022,https://carsandbids.com/auctions/3vJb54dM/1992-toyota-land-cruiser
7000,139,Mercedes-Benz,GLE 43 AMG,54100,4JGED6EB7HA061130,Clean,6113,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,49500,Sold For,24,Reserve,2017,7-8-2022,https://carsandbids.com/auctions/rkGGnqbk/2017-mercedes-amg-gle43-coupe
7001,139,Chevrolet,Camaro,1800,2G1FZ1EE4F9700878,Clean,97008,V8,Rear-wheel drive,Manual,Coupe,None,None,56500,Bid To,45,Reserve,2015,7-7-2022,https://carsandbids.com/auctions/KYdYkEGL/2015-chevrolet-camaro-z28-coupe
7002,139,Porsche,718 Cayman,28300,WP0AA2A82JK262237,Clean,26223,Flat-4,Rear-wheel drive,Automatic,Coupe,None,None,7622,Sold For,7,Reserve,2018,7-6-2022,https://carsandbids.com/auctions/36BNeY4A/2018-porsche-718-cayman
7003,139,Toyota,Land Cruiser,123800,JTMHY7AJ7D4021387,Clean,40213,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,35252,Bid To,39,Reserve,2013,7-7-2022,https://carsandbids.com/auctions/9XJj76gq/2013-toyota-land-cruiser
7004,139,Mercedes-Benz,C63 AMG,29500,WDDGJ7HB2CF849807,Clean,84980,V8,Rear-wheel drive,Automatic,Coupe,None,None,39500,Sold For,37,Reserve,2012,7-7-2022,https://carsandbids.com/auctions/r4VPnnDD/2012-mercedes-benz-c63-amg-coupe
7005,139,Land Rover,Range Rover,100100,SALMF13487A242293,Clean,13487,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,14600,Sold For,22,Reserve,2007,7-8-2022,https://carsandbids.com/auctions/98YvqoaY/2007-range-rover-supercharged
7006,139,Audi,S5,73500,WAUC4AFR3GA024288,Clean,2428,V6,4WD/AWD,Automatic,Coupe,None,None,28000,Sold For,37,No Reserve,2016,7-7-2022,https://carsandbids.com/auctions/3q2pL41a/2016-audi-s5-coupe
7007,139,BMW,335is,64500,WBAKG1C52BE618151,Clean,61815,I6,Rear-wheel drive,Manual,Coupe,None,None,21000,Sold For,21,Reserve,2011,7-7-2022,https://carsandbids.com/auctions/KV1aEw1k/2011-bmw-335is-coupe
7008,139,Rivian,R1T,200,7FCTGAAL1NN005610,Clean,561,Electric,4WD/AWD,Automatic,Truck,None,None,121000,Sold For,33,Reserve,2022,7-8-2022,https://carsandbids.com/auctions/KPYNPxLa/2022-rivian-r1t-launch-edition
7009,139,Audi,4000,39200,WAUFB085XGA073950,Clean,7395,I5,4WD/AWD,Manual,Sedan,None,None,15250,Sold For,46,No Reserve,1986,7-7-2022,https://carsandbids.com/auctions/3vW8k6XR/1986-audi-4000-s-quattro-sedan
7010,139,Mercedes-Benz,560SEL,96700,WDBCA39D3JA386814,Clean,38681,V8,Rear-wheel drive,Automatic,Sedan,None,None,14200,Sold For,37,No Reserve,1988,7-7-2022,https://carsandbids.com/auctions/3yMj1Aea/1988-mercedes-benz-560sel
7011,139,Cadillac,DeVille,13400,1G6KF5792YU280892,Clean,28089,V8,Front-wheel drive,Automatic,Sedan,None,None,35500,Sold For,26,No Reserve,2000,7-11-2022,https://carsandbids.com/auctions/9XBjR6Oz/2000-cadillac-deville-dtsi
7012,139,Subaru,WRX STI,29100,JF1GV8J67CL003195,Clean,319,Flat-4,4WD/AWD,Manual,Sedan,None,None,22000,Bid To,29,Reserve,2012,7-7-2022,https://carsandbids.com/auctions/rEvyjVeV/2012-subaru-impreza-wrx-sti
7013,139,Lincoln,LS,48000,1LNHM87A53Y701557,Clean,70155,V8,Rear-wheel drive,Automatic,Sedan,None,None,9100,Sold For,24,No Reserve,2003,7-7-2022,https://carsandbids.com/auctions/37yZopJk/2003-lincoln-ls
7014,139,Toyota,Tacoma,70700,3TMDZ5BN0GM004893,Clean,489,V6,4WD/AWD,Automatic,Truck,None,None,27000,Bid To,15,Reserve,2016,7-7-2022,https://carsandbids.com/auctions/30AeaJnp/2016-toyota-tacoma-trd-sport-double-cab-4x4
7015,139,Ford,Bronco,400,1FMDE5CP2MLB00481,Clean,481,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,66022,Sold For,25,Reserve,2021,7-11-2022,https://carsandbids.com/auctions/3OaagD2g/2021-ford-bronco-wildtrak
7016,139,Porsche,Cayenne,65500,WP1AE2A29GLA62540,Clean,62540,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,37000,Bid To,7,Reserve,2016,7-8-2022,https://carsandbids.com/auctions/9a4n24qA/2016-porsche-cayenne-s-e-hybrid
7017,139,Toyota,Land Cruiser,184500,JTEHT05J952069692,Clean,95206,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,18500,Sold For,62,No Reserve,2005,7-7-2022,https://carsandbids.com/auctions/3olYy0Pa/2005-toyota-land-cruiser
7018,139,Toyota,Celsior,6600,UCF2100011118,Clean,21000,V8,Rear-wheel drive,Automatic,Sedan,None,None,17000,Sold For,29,Reserve,1995,7-8-2022,https://carsandbids.com/auctions/rjBYW5bw/1995-toyota-celsior
7019,139,Porsche,911,23700,WP0AA29905S716049,Clean,29905,Flat-6,Rear-wheel drive,Manual,Coupe,None,None,38750,Bid To,13,Reserve,2005,7-7-2022,https://carsandbids.com/auctions/KZYmbx5Z/2005-porsche-911-carrera-coupe
7020,139,BMW,128i,96100,WBAUP7C52AVF07760,Clean,7760,I6,Rear-wheel drive,Manual,Coupe,None,None,12250,Sold For,40,No Reserve,2010,7-8-2022,https://carsandbids.com/auctions/3oyoWl6o/2010-bmw-128i-coupe
7021,139,BMW,Z4,37800,4USBU33588LW61060,Clean,33588,I6,Rear-wheel drive,Manual,Convertible,None,None,7722,Sold For,60,Reserve,2008,7-7-2022,https://carsandbids.com/auctions/3gQwaaA1/2008-bmw-z4-roadster-30i
7022,139,BMW,i8,43200,WBY2Z2C54GV674875,Clean,67487,I3,4WD/AWD,Automatic,Coupe,None,None,71122,Sold For,29,Reserve,2016,7-11-2022,https://carsandbids.com/auctions/9lRGlDR5/2016-bmw-i8
7023,139,Mitsubishi,3000GT,32900,JA3XE74C3NY051125,Clean,5112,V6,4WD/AWD,Manual,Coupe,None,None,8100,Sold For,35,No Reserve,1992,7-7-2022,https://carsandbids.com/auctions/30xP5qx2/1992-mitsubishi-3000gt-vr-4
7024,139,BMW,535i,111900,WBAFR7C57BC267344,Clean,26734,I6,Rear-wheel drive,Manual,Sedan,None,None,13100,Sold For,19,No Reserve,2011,7-8-2022,https://carsandbids.com/auctions/KP7eAEjV/2011-bmw-535i
7025,139,Honda,Prelude,46600,JHMBB624XXC002738,Clean,273,I4,Front-wheel drive,Automatic,Coupe,None,None,12999,Sold For,10,Reserve,1999,7-11-2022,https://carsandbids.com/auctions/rx1YVXVB/1999-honda-prelude
7026,139,Porsche,Boxster,97900,WP0CA29811U627041,Clean,29811,Flat-6,Rear-wheel drive,Manual,Convertible,None,None,13300,Sold For,23,No Reserve,2001,7-6-2022,https://carsandbids.com/auctions/rEvG0Awd/2001-porsche-boxster
7027,139,BMW,750iL,162900,WBAGK2320VDH67901,Clean,67901,V12,Rear-wheel drive,Automatic,Sedan,None,None,8300,Sold For,50,No Reserve,1997,7-8-2022,https://carsandbids.com/auctions/30nPpqEP/1997-bmw-750il
7028,139,Mazda,MX-5 Miata,45400,JM1NB3539X0134438,Clean,1344,I4,Rear-wheel drive,Manual,Convertible,None,None,9200,Sold For,11,No Reserve,1999,7-8-2022,https://carsandbids.com/auctions/r4pvDYyA/1999-mazda-mx-5-miata
7029,139,Ford,Mustang,1900,1FA6P8CF3J5129428,Clean,51294,V8,Rear-wheel drive,Manual,Coupe,None,None,71200,Bid To,38,Reserve,2018,7-7-2022,https://carsandbids.com/auctions/35Rame8R/2018-ford-mustang-shelby-super-snake
7030,139,Land Rover,Defender,1400,SALEWEEE9P2109151,Clean,21091,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,139139,Bid To,52,Reserve,2023,7-6-2022,https://carsandbids.com/auctions/3p5ypMeK/2023-land-rover-defender-110-v8-carpathian-edition
7031,139,BMW,330i,106900,WBA8K3C54JA483605,Clean,48360,I4,4WD/AWD,Automatic,Wagon,None,None,33000,Sold For,44,Reserve,2018,7-7-2022,https://carsandbids.com/auctions/KmY2xRe0/2018-bmw-330i-xdrive-sport-wagon
7032,139,Fiat,126p,18800,SUF126A0009648624,Clean,96,I2,Rear-wheel drive,Manual,Coupe,None,None,8270,Sold For,34,No Reserve,1990,7-11-2022,https://carsandbids.com/auctions/9A6na1B5/1990-fiat-126p-650e
7033,139,Porsche,911,28800,WP0CA2A93CS140071,Clean,14007,Flat-6,Rear-wheel drive,Manual,Convertible,None,None,57000,Bid To,17,Reserve,2012,7-8-2022,https://carsandbids.com/auctions/rGWANX6d/2012-porsche-911-carrera-cabriolet
7034,139,Ford,F-250,13300,1FTHX2519GKB81237,Clean,81237,V8,Rear-wheel drive,Automatic,Truck,None,None,6500,Bid To,17,Reserve,1986,7-7-2022,https://carsandbids.com/auctions/3B0Wgja5/1986-ford-f-250-xlt-lariat
7035,139,Porsche,Boxster,47500,WP0CB29821U664936,Clean,29821,Flat-6,Rear-wheel drive,Manual,Convertible,None,None,24000,Sold For,37,Reserve,2001,7-8-2022,https://carsandbids.com/auctions/3LMyNj1Y/2001-porsche-boxster-s
7036,139,Nissan,Frontier,94900,1N6ED26YX4C467155,Clean,46715,V6,4WD/AWD,Manual,Truck,None,None,8410,Sold For,43,No Reserve,2004,7-8-2022,https://carsandbids.com/auctions/3pjWpDQY/2004-nissan-frontier-xe-king-cab-4x4
7037,139,Porsche,911,3300,WP0AA2A91NS205560,Clean,20556,Flat-6,Rear-wheel drive,Automatic,Coupe,None,None,124000,Sold For,24,Reserve,2022,7-7-2022,https://carsandbids.com/auctions/rNQXamJP/2022-porsche-911-carrera-coupe
7038,139,Chevrolet,Corvette,2000,1G1YB2D47N5121052,Clean,51210,V8,Rear-wheel drive,Automatic,Coupe,None,None,84000,Sold For,14,Reserve,2022,7-8-2022,https://carsandbids.com/auctions/rMLLEdvo/2022-chevrolet-corvette-stingray-coupe
7039,139,Mercedes-Benz,G550,39,W1NYC6BJ4MX420434,Clean,42043,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,188000,Bid To,34,Reserve,2021,7-7-2022,https://carsandbids.com/auctions/rx1GJbx8/2021-mercedes-benz-g550-edition-550
7040,139,Datsun,280ZX,137600,JN1HZ04S2CX458786,Clean,45878,I6,Rear-wheel drive,Manual,Coupe,None,None,10600,Sold For,29,No Reserve,1982,7-8-2022,https://carsandbids.com/auctions/3RE072Lp/1982-datsun-280zx
7041,139,Honda,S2000,84600,JHMAP21436S001765,Clean,21436,I4,Rear-wheel drive,Manual,Convertible,None,None,18000,Sold For,5,Reserve,2006,7-8-2022,https://carsandbids.com/auctions/K1DEJGEx/2006-honda-s2000
7042,139,Mercedes-Benz,E430,69300,WDBJF70JXYB109472,Clean,10947,V8,Rear-wheel drive,Automatic,Sedan,None,None,8300,Sold For,21,No Reserve,2000,7-8-2022,https://carsandbids.com/auctions/36konPnK/2000-mercedes-benz-e430-sedan
7043,139,Jeep,Wrangler,3200,1C4JJXSJ9MW860255,Clean,86025,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,73500,Bid To,15,Reserve,2021,7-8-2022,https://carsandbids.com/auctions/3ggRyBQe/2021-jeep-wrangler-unlimited-rubicon-392-4x4
7044,139,Toyota,FJ Cruiser,134500,JTEBU11F870032660,Clean,87003,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,15050,Bid To,20,Reserve,2007,7-8-2022,https://carsandbids.com/auctions/KVmORZGY/2007-toyota-fj-cruiser
7045,140,Porsche,Taycan,4000,WP0AA2Y14MSA15785,Clean,15785,Electric,Rear-wheel drive,Automatic,Sedan,None,None,96300,Bid To,27,Reserve,2021,7-6-2022,https://carsandbids.com/auctions/3L6qgqVo/2021-porsche-taycan
7046,140,GMC,Sierra,98200,2GTEK69U311231036,Clean,31123,V8,4WD/AWD,Automatic,Truck,None,None,11400,Sold For,38,Reserve,2001,7-6-2022,https://carsandbids.com/auctions/rEGMAEO3/2001-gmc-sierra-1500-c3
7047,140,Ford,Taurus,52500,1FAHP2KT5GG158567,Clean,15856,V6,4WD/AWD,Automatic,Sedan,None,None,21250,Sold For,28,No Reserve,2016,7-5-2022,https://carsandbids.com/auctions/3v7GgzVB/2016-ford-taurus-sho
7048,140,Pontiac,Firebird,27400,2G2FV22G0Y2165773,Clean,21657,V8,Rear-wheel drive,Automatic,Coupe,None,None,14200,Sold For,32,No Reserve,2000,7-5-2022,https://carsandbids.com/auctions/9Ajz4nv3/2000-pontiac-firebird-trans-am
7049,140,BMW,328i,63700,WBAUT9C55BA191641,Clean,19164,I6,Rear-wheel drive,Automatic,Wagon,None,None,15500,Sold For,23,Reserve,2011,7-5-2022,https://carsandbids.com/auctions/rwRvkzAN/2011-bmw-328i-sports-wagon
7050,140,Toyota,Land Cruiser,99600,JTMCY7AJ2H4057553,Clean,40575,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,54000,Sold For,16,Reserve,2017,7-5-2022,https://carsandbids.com/auctions/9eD2QkpN/2017-toyota-land-cruiser
7051,140,Jeep,Wrangler,69300,1C4HJWFG7GL130373,Clean,13037,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,32000,Bid To,28,Reserve,2016,7-6-2022,https://carsandbids.com/auctions/rNALqVaE/2016-jeep-wrangler-unlimited-rubicon-hard-rock-4x4
7052,140,Mercedes-Benz,SL500,50700,WDBFA68F21F196099,Clean,19609,V8,Rear-wheel drive,Automatic,Convertible,None,None,15250,Sold For,15,No Reserve,2001,7-6-2022,https://carsandbids.com/auctions/KPAGXyx7/2001-mercedes-benz-sl500
7053,140,Porsche,911,11000,WP0AA2A9XJS106505,Clean,10650,Flat-6,Rear-wheel drive,Manual,Coupe,None,None,90000,Sold For,9,Reserve,2018,7-6-2022,https://carsandbids.com/auctions/KZDWw8vO/2018-porsche-911-carrera-coupe
7054,140,Toyota,4Runner,87700,JTEBU14R868066507,Clean,86806,V6,4WD/AWD,Automatic,SUV/Crossover,None,None,12600,Bid To,30,Reserve,2006,7-5-2022,https://carsandbids.com/auctions/KDLXBvw8/2006-toyota-4runner-sport-edition-4x4
7055,140,BMW,Z3 M,24300,WBSCK9338WLC85311,Clean,85311,I6,Rear-wheel drive,Manual,Convertible,None,None,25000,Sold For,22,Reserve,1998,7-6-2022,https://carsandbids.com/auctions/Km1kGV1N/1998-bmw-z3-m-roadster
7056,140,Subaru,WRX STI,21900,JF1VA2E68L9806234,Clean,98062,Flat-4,4WD/AWD,Manual,Sedan,None,None,37777,Sold For,8,Reserve,2020,7-6-2022,https://carsandbids.com/auctions/rMYne4ZR/2020-subaru-wrx-sti
7057,140,Honda,S2000,134400,JHMAP21474T005177,Clean,21474,I4,Rear-wheel drive,Manual,Convertible,None,None,18750,Sold For,22,No Reserve,2004,7-5-2022,https://carsandbids.com/auctions/3pnWlD0n/2004-honda-s2000
7058,140,BMW,320i,88700,WBACE51000EN64211,Clean,51000,I6,Rear-wheel drive,Manual,Wagon,None,None,21350,Sold For,34,No Reserve,1996,7-5-2022,https://carsandbids.com/auctions/rwM7VXOp/1996-bmw-320i-touring
7059,140,Jaguar,XKR,46300,SAJWA4FC2BMB42091,Clean,42091,V8,Rear-wheel drive,Automatic,Coupe,None,None,30500,Bid To,45,Reserve,2011,7-5-2022,https://carsandbids.com/auctions/KYoYEERA/2011-jaguar-xkr-175
7060,140,BMW,635CSi,143500,WBAEC8407F0611039,Clean,6110,I6,Rear-wheel drive,Automatic,Coupe,None,None,14000,Sold For,38,No Reserve,1985,7-6-2022,https://carsandbids.com/auctions/9QBoV71x/1985-bmw-635csi
7061,140,Rivian,R1T,120,7FCTGAAAXNN005846,Clean,584,Electric,4WD/AWD,Automatic,Truck,None,None,110500,Sold For,14,Reserve,2022,7-5-2022,https://carsandbids.com/auctions/3gyjMmVb/2022-rivian-r1t-adventure-edition
7062,140,Volkswagen,Golf R,68700,WVWRF7AJ6CW302335,Clean,30233,I4,4WD/AWD,Manual,Hatchback,None,None,15000,Sold For,44,Reserve,2012,7-5-2022,https://carsandbids.com/auctions/K1B7LW07/2012-volkswagen-golf-r
7063,140,Ford,Excursion,44400,1FMSU43P35ED45249,Clean,45249,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,32000,Bid To,32,Reserve,2005,7-1-2022,https://carsandbids.com/auctions/3BAYLGNB/2005-ford-excursion-limited-4x4
7064,140,Cadillac,CTS-V,49100,1G6DV5EP1B0149478,Clean,1494,V8,Rear-wheel drive,Automatic,Sedan,None,None,36050,Sold For,33,Reserve,2011,7-5-2022,https://carsandbids.com/auctions/36YappMl/2011-cadillac-cts-v-sedan
7065,140,Chevrolet,Suburban,171700,3GNGK26R0XG252094,Clean,25209,V8,4WD/AWD,Automatic,SUV/Crossover,None,None,6800,Sold For,24,No Reserve,1999,7-5-2022,https://carsandbids.com/auctions/9lzGLDd2/1999-chevrolet-suburban-2500-ls-4x4
7066,140,BMW,X5,186700,5UXFA13585LY10906,Clean,13585,I6,4WD/AWD,Manual,SUV/Crossover,None,None,6800,Sold For,32,No Reserve,2005,7-5-2022,https://carsandbids.com/auctions/98ygP5Rv/2005-bmw-x5-30i
7067,140,GMC,Savana,46300,1GDS7DC48D1135734,Clean,11357,V8,Rear-wheel drive,Automatic,Van/Minivan,None,None,32000,Bid To,21,Reserve,2013,7-5-2022,https://carsandbids.com/auctions/3RjkgOQN/2013-gmc-savana-majestic-ssx-conversion-van
