,VIN,Num_Days,Market_Value_Mean,Market_Value_Std,Count,Count_Over_Days
918,JTJHT00W733527872,132,16417.92,3991,69,0.5227272727272727
919,1FMDE5BH7NLB15537,90,45221.94,7519,747,8.3
920,WBA3A9C53EF478338,431,22623.14,3460,331,0.7679814385150812
921,WBA6D2C51JGT73393,262,50595.94,5952,42,0.16030534351145037
922,WP0AA2995XS625748,447,27856.38,5827,108,0.24161073825503357
923,4USCJ3323VLC04688,90,10244.8,2788,59,0.6555555555555556
924,2GCEK19T131339927,266,7865.81,2011,1183,4.447368421052632
925,JA3AW86V58U048486,90,24516.81,4721,73,0.8111111111111111
926,WDDNG8DB9CA432926,433,24648.38,5893,43,0.09930715935334873
927,WP0AA29933S623524,168,38607.3,7941,121,0.7202380952380952
928,WVWKG61J34D078480,697,21633.6,4442,20,0.028694404591104734
929,JT8BH28F3Y0172975,712,7889.97,1532,27,0.037921348314606744
930,WBAVB33586AZ88248,412,7402.52,1770,308,0.7475728155339806
931,SCFAA212XWK101980,747,29369.73,593,2,0.002677376171352075
932,1G6VS3381LU125432,614,10108.95,2907,22,0.035830618892508145
933,WBAFA53551LH78998,532,4957.18,1172,54,0.10150375939849623
934,JT3GP10V6V0017778,322,4322.1,1129,44,0.13664596273291926
935,WDBPJ74J83A037186,641,15463.64,3105,18,0.028081123244929798
936,WBADR63483GN92488,364,11869.0,2730,2,0.005494505494505495
937,WBSPM93519E201476,102,28818.33,5557,147,1.4411764705882353
938,WBAUC73598VF25310,458,12869.56,2743,160,0.34934497816593885
939,WAUUPBFF4GA089125,459,20492.83,3050,1204,2.6230936819172115
940,WBAHL83508DT89756,102,9603.7,2050,99,0.9705882352941176
941,WDDXJ8GB1JA032765,726,75089.27,8738,765,1.0537190082644627
942,JT4VN13D9K0008466,626,12068.97,2970,23,0.036741214057507986
943,4JGDA7FB9GA676656,389,60156.55,7035,108,0.2776349614395887
947,WD3FE7CD4HP382131,206,44547.42,8007,164,0.7961165048543689
948,WAUXU64B92N058953,297,12845.88,3643,8,0.026936026936026935
949,JM1NA351XN1315864,423,9951.4,2825,30,0.07092198581560284
950,JF1GD296X5G525142,524,10501.76,2171,45,0.08587786259541985
951,WBANB33505B089313,665,7286.0,1602,62,0.09323308270676692
952,3VWML7AJ0DM645093,164,14775.75,2820,660,4.024390243902439
953,JT3DJ81W4R0092392,490,15405.4,3632,26,0.053061224489795916
954,5YJSA1E58MF440099,129,188888.5,1430,2,0.015503875968992248
955,SAJWA0HE2BMS01709,285,14936.43,3593,21,0.07368421052631578
956,WAUBGAFL0DA188897,91,22634.16,3924,372,4.087912087912088
957,ZHWGU22N17LA05198,255,123629.19,17614,53,0.20784313725490197
958,WD3FE7CD0JP590982,432,51941.58,9654,88,0.2037037037037037
959,5UXZV4C55D0B14039,662,17444.61,3093,2368,3.5770392749244713
960,JT3HJ85J9V0165718,619,20494.35,4764,20,0.03231017770597738
961,WDBBA25A6BB002702,257,7397.1,1850,5,0.019455252918287938
962,WDBAB93A8EF025125,535,19300.0,1212,3,0.005607476635514018
963,WBS2U7C52KVJ07451,699,64137.44,4919,172,0.24606580829756797
964,1G1YY12S245117936,90,29275.84,5704,148,1.6444444444444444
965,2C3LA73W96H189260,654,15191.72,3824,107,0.1636085626911315
966,JA32W5FVXBU609744,90,23126.58,4192,25,0.2777777777777778
967,WBSCK9339WLC87701,90,22256.37,5510,61,0.6777777777777778
968,JF1VA1D6XF8823851,643,21902.7,3116,698,1.0855365474339036
969,WAU2FAFCXJN053790,157,61193.67,6352,74,0.4713375796178344
970,2G1FP22P8T2151353,136,10870.47,2929,52,0.38235294117647056
971,WP0AB29857U780115,90,32706.63,6081,149,1.6555555555555554
972,1FA6P8JZ3H5524944,243,60282.63,7425,684,2.814814814814815
973,1G6DV8EP8B0144618,711,55735.75,7687,12,0.016877637130801686
974,WMEEJ3BA5CK529545,105,7350.89,1631,111,1.0571428571428572
975,WBSBL93441JR10449,174,23895.88,6298,31,0.1781609195402299
976,WDBEA66E5SC192931,90,18551.37,4854,47,0.5222222222222223
977,WVWKC71K38W002861,224,14253.16,3097,159,0.7098214285714286
978,2G1FL1EPXF9801037,357,47844.22,7600,140,0.39215686274509803
979,WBANN73506CN02969,90,7379.7,1654,56,0.6222222222222222
980,WBSUR9C5XBVP76248,335,86644.76,17657,29,0.08656716417910448
981,WDBNG79J76A474180,683,23599.25,5732,11,0.016105417276720352
982,JM1NB353620226812,504,10231.26,2780,144,0.2857142857142857
983,WP0AD2A9XBS766827,90,121687.29,22249,64,0.7111111111111111
984,WMWRH33506TF87493,90,7319.32,1677,305,3.388888888888889
988,4JGBB77E59A472081,423,20035.78,3234,26,0.061465721040189124
989,WBA3A9C58DF078001,90,21677.73,4111,890,9.88888888888889
990,WBACN53411LL46470,252,13370.35,3503,103,0.4087301587301587
991,WDDLJ7GB9EA103192,320,45747.51,6412,118,0.36875
992,ZAMBC38A540012645,126,22223.25,4360,32,0.25396825396825395
993,1FT7W2BT4HEB22293,420,55514.43,10209,12293,29.26904761904762
994,JF1VA2U6XG9813953,522,32234.09,3599,421,0.8065134099616859
995,WP0AA0950GN153121,692,24063.92,7049,36,0.05202312138728324
996,WDBSK74F44F077207,90,24819.14,5315,56,0.6222222222222222
997,WDBUH83J85X184811,636,8735.42,2009,23,0.036163522012578615
1001,1G1AP87G7EL189181,308,19165.97,5077,21,0.06818181818181818
1002,WP0AA2A81EK174205,536,47068.79,5656,274,0.5111940298507462
1003,JHMAP21434T002440,733,29060.19,6000,117,0.15961800818553887
1004,WDDHF7HB8AA117200,381,24696.3,5002,47,0.12335958005249344
1005,WDBRH64JX2F131506,143,4790.25,1136,27,0.1888111888111888
1006,WDBRF76J55F577107,507,13782.67,3178,9,0.01775147928994083
1007,5TEHN72NX1Z860088,364,11150.0,2741,141,0.3873626373626374
1008,5YMGY0C53D0C12020,760,28259.27,5179,110,0.14473684210526316
1009,WDBKK65F63F296693,558,10273.1,2487,35,0.06272401433691756
1010,SCBZR03C6RCX54716,481,39980.0,0,1,0.002079002079002079
1011,WBSDE93492BZ99790,601,47409.04,15318,27,0.04492512479201331
1012,WDDUG8CB0FA185149,136,45072.5,5696,1242,9.132352941176471
1013,1GNWKMEG3BR195339,545,22798.24,4350,37,0.06788990825688074
1014,WDBRF76J26F733931,664,17530.57,6185,9,0.01355421686746988
1015,5TFDZ5BN3MX061949,102,45697.4,5317,2065,20.245098039215687
1016,JH4DC2381RS005875,368,6000.0,0,1,0.002717391304347826
1017,WDDHF9BBXEB009620,699,25747.97,4821,148,0.2117310443490701
1018,JF1ZNAA13F9706525,250,20118.2,3233,370,1.48
1019,WBSEK93598CY79741,284,23223.93,4589,58,0.20422535211267606
1020,WBSBR93421EX20592,90,23895.88,6298,31,0.34444444444444444
1021,YV1HA8725LD009712,481,3995.0,0,1,0.002079002079002079
1022,1FAFP42R24F181068,433,12128.62,3144,297,0.6859122401847575
1023,YV1BK0EPXL1381812,90,67385.76,3033,7,0.07777777777777778
1024,WAURV78TX8A009940,460,16400.36,3398,74,0.1608695652173913
1025,1G1YL2D74F5108218,714,54684.45,6253,622,0.8711484593837535
1026,JM1NA3533R0507219,235,10551.83,2550,15,0.06382978723404255
1027,2C3CDZFJ6LH104227,445,49394.0,4960,1798,4.040449438202248
1028,WBSNB93577CX07240,186,20213.0,4377,27,0.14516129032258066
1029,WBAUN7C53DVM27200,235,23504.57,4348,214,0.9106382978723404
1030,WVWVA7AUXKW149951,580,43107.9,2970,890,1.5344827586206897
1031,5YJXCAE40GF001023,342,73679.57,6716,340,0.9941520467836257
1032,WP1AC29P28LA82460,445,18280.72,4423,74,0.1662921348314607
1033,1G1YT2D65G5601706,549,79349.66,8602,765,1.3934426229508197
1034,2S3TA02C5S6402335,111,7995.0,0,1,0.009009009009009009
1035,JT3GN86RXY0177837,209,7515.44,1819,193,0.9234449760765551
1036,1P3EW65GXXV500936,768,36251.98,5023,154,0.20052083333333334
1037,WAUCGAFR8DA033393,312,23546.69,4134,190,0.6089743589743589
1038,WDBFA76F2XF179191,182,18614.82,3072,3,0.016483516483516484
1039,WP0CB298X7U730349,90,27011.37,4820,49,0.5444444444444444
1040,SAJDF5KV2KCK61350,90,75198.53,7932,27,0.3
1041,JF1GE75668G517172,90,10782.74,2097,66,0.7333333333333333
1042,ZARBA5410G1037761,685,11717.21,3273,27,0.03941605839416058
1043,WP1AF2A20DLA38541,208,27939.99,4597,172,0.8269230769230769
1044,WAUHC0448FN055263,133,27995.0,0,1,0.007518796992481203
1045,JN1BZ34E68M751763,315,14723.8,3072,143,0.45396825396825397
1046,3FMTK4SEXMME01903,180,63995.0,0,1,0.005555555555555556
1047,WDDNG71X18A158994,108,14889.28,2983,726,6.722222222222222
1048,2GCEK19W7T1225084,258,6572.85,1919,123,0.47674418604651164
1049,WF0DP3TH2H4121341,132,37789.68,4115,898,6.803030303030303
1050,YV1672MC9AJ092298,734,10859.78,2507,79,0.10762942779291552
1051,WAUMGAFL9CA110562,90,21425.99,4894,32,0.35555555555555557
1052,1G6KS52Y6VU835297,341,5391.6,1062,10,0.02932551319648094
1053,1G1YC3D45M5101223,420,114109.87,13863,1111,2.645238095238095
1054,WP0AB29806U785785,291,32469.22,5317,203,0.697594501718213
1055,ZAREA33E6N6256861,446,15000.0,0,1,0.002242152466367713
1056,WBSKG9C59DJ594371,90,41292.16,9070,229,2.5444444444444443
1057,YS3AL75L1N7005822,726,6998.79,2178,3,0.004132231404958678
1061,ZARBA5417G1037417,502,11717.21,3273,27,0.053784860557768925
1062,WAUEF78E47A062791,286,6348.55,1456,386,1.3496503496503496
1063,WDBHA33G2WF711813,158,7950.0,0,1,0.006329113924050633
1064,WVWLF7AU4GW141540,677,31162.6,3561,752,1.1107828655834564
1073,WDBFA67F4WF168815,217,11856.81,2845,71,0.3271889400921659
1074,5GNEN13L798124607,572,30378.95,6519,35,0.06118881118881119
1075,3D3KS26D38G174734,90,15686.24,4029,58,0.6444444444444445
1076,1C3XC66R5MD260797,745,4995.0,0,1,0.0013422818791946308
1077,WBAGG8340YDN80889,724,10080.23,2170,5,0.006906077348066298
1078,WUAC6AFRXEA900254,500,43295.94,5664,165,0.33
1079,1FTNX21S1XEB99571,269,11368.89,3036,518,1.9256505576208178
1080,SBM13RAA0KW008355,343,264193.74,24057,112,0.32653061224489793
1081,WDDYJ7HA7LA025505,732,127433.11,6416,48,0.06557377049180328
1082,JTEBU14R630018529,90,8385.19,2057,485,5.388888888888889
1083,JF1ZNAA18D1700408,321,17245.84,3007,1796,5.595015576323988
1084,WBSDE93422BZ99923,90,47409.04,15318,27,0.3
1085,WDBBA45A1DB028008,90,14236.36,3621,41,0.45555555555555555
1086,3VW547AU5FM057009,173,19472.71,2983,1615,9.335260115606937
1087,WBAGJ0340YDD73909,558,23230.07,7145,3,0.005376344086021506
1088,1GNLC2E04CR240829,333,13833.4,3036,224,0.6726726726726727
1089,WDBJF74H7XA885179,182,12534.8,1660,5,0.027472527472527472
1090,1FABP28M9FF230283,748,16835.68,5338,12,0.016042780748663103
1094,WBAHL83597DT89186,354,9058.17,2001,40,0.11299435028248588
1095,WP1AF2A28ELA42676,90,31765.94,5527,156,1.7333333333333334
1096,JTHBN30F120091359,238,7734.73,1800,188,0.7899159663865546
1097,JT2AW16J8J0130837,377,8250.5,1767,2,0.005305039787798408
1098,JT2SW22NXP0077215,693,21925.05,8584,2,0.002886002886002886
1099,WBSDX9C52BE584442,90,33375.0,6760,466,5.177777777777778
1100,6G2EC57Y19L202841,425,19314.7,4126,331,0.7788235294117647
1101,JM1NB354750412968,427,15537.58,4483,14,0.03278688524590164
1102,SCFAD01A18GA09135,146,63553.3,10119,8,0.0547945205479452
1103,1C4HJXFGXKW667753,243,53905.54,4596,2700,11.11111111111111
1104,1FMEU15H8KLB43998,489,19942.82,5154,29,0.05930470347648262
1108,SAXXL2S1020454317,769,13900.0,0,1,0.0013003901170351106
1109,ZAM39JKAXB0056847,440,27212.7,4114,39,0.08863636363636364
1110,WA1YD64B12N149829,112,5726.49,963,9,0.08035714285714286
1111,4S3BP676056368295,341,8141.75,1819,11,0.03225806451612903
1112,SALWR2EFXGA589399,430,49010.05,6491,658,1.5302325581395348
1113,JHMAP21434T005094,482,29060.19,6000,117,0.24273858921161826
1114,4JGBB77E18A352342,545,18133.42,3510,29,0.05321100917431193
1115,WMWRE93526YB72173,144,7319.32,1677,305,2.1180555555555554
1116,1FAHP2KT5GG141610,642,24758.7,3587,282,0.4392523364485981
1117,5YJSA1E14GF159645,495,47138.79,5340,207,0.41818181818181815
1118,JF1GD70645L501856,759,20902.15,4171,65,0.08563899868247694
1119,WDBPJ75J56A047578,690,12825.32,2660,32,0.0463768115942029
1120,SALTW15451A702168,284,5760.69,1179,14,0.04929577464788732
1124,JTHBN36F755014283,90,10699.86,2514,310,3.4444444444444446
1125,WBADT53462CE93754,679,6189.64,1840,42,0.061855670103092786
1126,5YJSA1H2XEFP62553,168,40868.88,6178,1023,6.089285714285714
1127,JT6HT00W9Y0115133,152,12915.13,2964,103,0.6776315789473685
1128,JT3HN86R829069966,147,8117.14,2021,284,1.9319727891156462
1129,YV1672MK9D2308351,90,16356.3,3694,107,1.1888888888888889
1130,WDBCA35DXGA219042,648,8554.16,2601,8,0.012345679012345678
1131,WBAPT7C54AC237433,699,12310.22,2884,40,0.05722460658082976
1132,WP0CA29816U711044,332,23668.81,4316,157,0.47289156626506024
1133,JTJHT00W964018767,530,22362.72,5155,141,0.2660377358490566
1134,WP0CB29944S676384,497,62348.33,10830,83,0.16700201207243462
1135,1G6YV34AX55604130,389,23402.59,4745,107,0.2750642673521851
1136,WUAAU34268N005307,439,85374.85,11612,48,0.10933940774487472
1137,SALME15448A290892,395,10919.39,2229,177,0.4481012658227848
1138,JT8UF11E0L0043787,500,7627.59,2268,8,0.016
1139,WBS2U7C02M7J29137,90,72878.2,7535,141,1.5666666666666667
1140,JF1GH74648G812716,90,10882.91,2454,155,1.7222222222222223
1141,1G6DV5EP1B0149478,90,38233.67,7058,241,2.6777777777777776
1142,JTEBT17RX40034796,103,9690.38,2205,278,2.6990291262135924
1143,1LNHM83W64Y606976,566,7423.18,1933,138,0.24381625441696114
1144,WBSPM9C55BE203253,740,33375.0,6760,466,0.6297297297297297
1145,3GNTKEE75CG190377,243,17725.39,3312,118,0.48559670781893005
1146,WP0AA2A83FK161554,167,48851.83,5974,145,0.8682634730538922
1147,WAUXL68E75A063765,333,12022.93,4286,9,0.02702702702702703
1148,WDBBA48D5GA047855,397,23716.84,6734,82,0.20654911838790932
1149,1J4FA49S26P736970,90,15660.41,3375,270,3.0
1150,WP0CB29802U660613,90,18274.74,3580,105,1.1666666666666667
1151,WDBUH87X48B240730,353,10220.52,2715,32,0.0906515580736544
1152,1B3JZ65Z38V200228,335,83946.53,15504,52,0.15522388059701492
1153,1J4GA59109L743638,348,18353.03,2906,612,1.7586206896551724
1154,3GNEK18SXVG123777,202,7000.29,2451,45,0.22277227722772278
1155,WBSFV9C58ED097822,460,42563.14,6170,224,0.48695652173913045
1156,JF1VA1D6XF9808034,489,21902.7,3116,698,1.427402862985685
1157,WP0CB298X9S730107,301,36564.41,5645,29,0.09634551495016612
1158,WBSDX9C58BE584817,377,33375.0,6760,466,1.2360742705570291
1159,1G6DN57P690151301,565,35990.02,6067,105,0.18584070796460178
1160,WDDEJ7EB5CA028600,607,41780.96,6220,32,0.05271828665568369
1161,WP0AA2957JN150655,182,25447.33,4196,4,0.02197802197802198
1162,WDDHF9AB8AA239125,117,15275.55,3144,124,1.0598290598290598
1163,WP0CB29841U663822,662,17852.07,3652,114,0.17220543806646527
1164,SALMF13417A257329,172,11480.48,2256,54,0.313953488372093
1165,1ZVBP8KS5A5135235,564,42135.6,6640,189,0.3351063829787234
1166,YS3FH71U866102383,612,6562.0,1866,44,0.0718954248366013
1167,WAU4GAFB4AN049313,119,9678.0,1198,5,0.04201680672268908
1168,WP1AD2A26DLA78788,90,35985.56,6455,220,2.4444444444444446
1169,WAUR2AFD0DN018036,108,24387.97,4107,154,1.4259259259259258
1170,1G6KW5RJ1KU139942,90,83355.94,9051,52,0.5777777777777777
1171,1G1YC2D49N5107389,90,91108.61,13414,1329,14.766666666666667
1172,WBACE51060EN65279,231,12249.64,848,2,0.008658008658008658
1173,WDBAB33A1CB012279,693,6831.4,2018,3,0.004329004329004329
1174,2C3KA73W86H396413,90,15191.72,3824,107,1.1888888888888889
1175,WAUB4CF52JA086471,90,46204.94,3967,696,7.733333333333333
1176,WAUDFAFL9CA118485,521,12731.41,2735,119,0.22840690978886757
1177,1G1YY12S325122754,622,27736.17,5165,173,0.27813504823151125
1178,1XMVW9778HK129997,384,12999.0,0,1,0.0026041666666666665
1179,WAURV78T98A009105,355,16400.36,3398,74,0.2084507042253521
1180,SCCDC08251HA10221,213,64850.0,7141,2,0.009389671361502348
1181,ZARFAMEV0K7615053,392,67645.6,8299,55,0.14030612244897958
1182,1G6DL8EG8A0109680,213,13227.07,3123,28,0.13145539906103287
1183,2G2FV22P9T2220651,327,14168.34,3758,31,0.09480122324159021
1184,SCBLC31E01CX06517,341,36101.64,8560,33,0.0967741935483871
1185,JN1CZ24A5LX000155,539,25324.65,7101,16,0.029684601113172542
1186,JF1GD706X5L511243,90,20902.15,4171,65,0.7222222222222222
1187,1G6D25R61N0860189,90,52548.78,5073,54,0.6
1188,WMWRE93536YB72036,230,7319.32,1677,305,1.326086956521739
1189,1G1YY0788F5135402,175,9395.47,2442,101,0.5771428571428572
1190,JHMBA4138KC015707,90,13904.62,5493,5,0.05555555555555555
1191,WP0JB093XHS050688,732,140952.14,35661,31,0.04234972677595628
1192,JF1GD70684L524734,230,22099.84,5443,54,0.23478260869565218
1193,WDDHH8JB7EA873486,340,26136.77,4230,170,0.5
1194,1GKEV18K4LF503247,739,20650.0,5421,5,0.006765899864682003
1195,WAUKC28DXYA044447,360,4097.84,144,2,0.005555555555555556
1196,5YMGY0C59D0C11776,615,28259.27,5179,110,0.17886178861788618
1197,WDBAB23A9DB413557,721,7820.52,1845,6,0.008321775312066574
1198,WP0CB2945LN481511,238,25108.37,7487,23,0.09663865546218488
1199,ZAMFE39A170031062,619,18198.34,3807,66,0.10662358642972536
1200,WBA7F2C57GG416318,122,42454.96,5549,869,7.122950819672131
1201,WAUPL68E24A269039,640,9048.06,1978,32,0.05
1202,WBA8B3C5XGK384273,633,29330.56,3473,265,0.4186413902053712
1203,WAUVC68E54A174644,542,5506.51,1210,11,0.02029520295202952
1204,WDDNG79X27A084388,90,31714.38,5782,24,0.26666666666666666
1205,2G2FV22P0R2214293,168,17457.19,4850,76,0.4523809523809524
1206,WBS2U7C06M7J66319,217,72878.2,7535,141,0.6497695852534562
1207,JTHBD192220041691,101,8091.93,2004,53,0.5247524752475248
1208,SALLDVAB7FA434218,187,70922.81,14339,8,0.0427807486631016
1209,JN1CZ24H3MX501625,298,19808.84,5255,13,0.0436241610738255
1210,JT3HT05J9Y0085898,395,13966.66,3285,109,0.2759493670886076
1211,1G1YY26E075127461,174,44123.42,6579,282,1.6206896551724137
1212,WP0AB29876U784262,258,32469.22,5317,203,0.7868217054263565
1213,WP1AB29PX4LA64267,371,8809.22,1992,137,0.3692722371967655
1214,WBAPM5C53BE435654,397,16801.08,3884,925,2.3299748110831233
1215,WP0CA2998YS652047,90,28388.01,5312,123,1.3666666666666667
1216,WBADN5334XGC92050,594,11244.17,2211,5,0.008417508417508417
1217,WBABD53475PL15432,497,9026.89,2180,110,0.22132796780684105
1218,3C3CFFFHXDT754497,503,13202.71,2842,665,1.3220675944333995
1219,WBAUC73568VF22834,90,12869.56,2743,160,1.7777777777777777
1220,JN1CV6EK8BM213689,340,15918.6,3391,243,0.7147058823529412
1221,WBAUN1C50DVH78159,277,17126.33,3820,405,1.4620938628158844
1222,5YJ3E1EC6MF072934,90,65359.56,6061,493,5.477777777777778
1223,6G2VX12U75L400514,410,20375.46,4484,114,0.2780487804878049
1224,WBSDE93422CF91189,221,47409.04,15318,27,0.12217194570135746
1225,WAUGF78K29A187127,102,10383.08,2170,78,0.7647058823529411
1226,JTHBP5C2XB5009212,343,38021.05,6803,36,0.10495626822157435
1227,WP0AD29937S784887,739,95978.72,21189,165,0.2232746955345061
1228,WP0AB29819U780647,287,43456.27,8076,24,0.08362369337979095
1229,WP1AC29P14LA90804,90,11596.86,2633,31,0.34444444444444444
1230,WBAKF9C58BE619158,90,13915.04,2799,482,5.355555555555555
1231,1FMDE5CP8NLA71537,133,69555.0,0,1,0.007518796992481203
1232,JM1FB3319C0655045,294,10500.0,0,1,0.003401360544217687
1233,WBSNB93556B581576,90,20989.5,4961,118,1.3111111111111111
1234,WP1AA2A21DLA06762,126,25117.68,4587,275,2.1825396825396823
1235,WMWMM93529TF99495,607,9106.4,1867,12,0.019769357495881382
1236,2FABP70F6HX156211,594,14788.0,0,1,0.0016835016835016834
1237,1G1FG3D77G0189425,364,36858.11,3868,1563,4.293956043956044
1238,1MEHM59S14A617334,103,5347.23,1203,13,0.1262135922330097
1239,WDDHF9HB5EA908897,557,22052.44,3852,147,0.2639138240574506
1240,1G6DV1EP2C0138564,321,39772.71,6596,245,0.7632398753894081
1241,WBAEV53483KM04995,321,5929.81,1621,42,0.1308411214953271
1245,1FT6W1EV4NWG04013,90,54505.45,11057,1218,13.533333333333333
1246,1C6JJTBG3ML545411,285,60213.18,6218,6299,22.101754385964913
1247,55SWF8HBXFU078663,684,52256.99,7847,100,0.14619883040935672
1248,6G3F15RW7HL301115,90,50750.67,5023,315,3.5
1249,WDDYJ7KA2LA027798,96,219852.98,22801,80,0.8333333333333334
1250,1FA6P8CF6F5430198,469,31659.11,4257,4023,8.577825159914712
1251,1GKS2GKT6NR179462,151,77492.09,9986,957,6.337748344370861
1252,WBADN5346YGC94313,90,7638.56,1742,9,0.1
1253,WDBNG76J46A475436,283,15757.0,4013,5,0.0176678445229682
1254,WDDHH7EB7CA599093,693,35655.83,4979,53,0.07647907647907648
1255,SCFEKBDL3BGC15452,398,68990.0,0,1,0.002512562814070352
1256,WBAEJ1341YAH60127,90,241632.41,20237,3,0.03333333333333333
1257,ZFFYT53B000119521,90,90913.17,13518,7,0.07777777777777778
1258,WVWCA0151BK010922,293,8997.33,4239,2,0.006825938566552901
1259,JN6HD11Y7JW001028,612,15000.0,0,1,0.0016339869281045752
1260,SCAZN02C5RCX54854,706,33250.09,10400,3,0.00424929178470255
1269,SALLDVAF7TA977071,301,41981.25,10424,4,0.013289036544850499
1270,1G1YM2D74F5121550,504,54684.45,6253,622,1.2341269841269842
1271,WAUXU64B52N034259,229,12845.88,3643,8,0.034934497816593885
1272,3GTP1PEC5HG285762,235,43834.24,4617,3414,14.527659574468085
1273,WBAEK13456CN78071,350,12852.02,2954,208,0.5942857142857143
1274,3VW5T7AU4LM003845,152,31858.64,3104,638,4.197368421052632
1275,1FTFW1RG4HFA85769,90,56794.12,6857,2146,23.844444444444445
1276,JT6HT00W4X0040775,406,12807.67,3177,54,0.1330049261083744
1277,JT6HJ88J9T0150423,90,16301.39,4686,8,0.08888888888888889
1278,WP1AB2A52GLB40062,745,40664.07,5121,1021,1.3704697986577181
1279,JNKBF01AX2M000242,158,6488.05,1722,26,0.16455696202531644
1280,WA1YL54B44N000301,616,6495.44,707,2,0.003246753246753247
1281,1GKEK13R2XR517259,236,5161.12,1407,87,0.3686440677966102
1282,JN1AZ36AX4T015480,333,11728.19,2598,292,0.8768768768768769
1283,JM1FD3310P0204229,124,42115.19,10743,32,0.25806451612903225
1284,4S4BT63C366107652,124,13656.58,3166,39,0.31451612903225806
1285,WBAHD5310PGB36123,518,11749.63,2474,2,0.003861003861003861
1286,SAJNX2749TC224152,405,18870.34,4483,39,0.0962962962962963
1287,3VW5T7AU2GM069249,537,22001.93,3115,1589,2.9590316573556796
1288,WBSKG9C51CE798704,90,36309.13,7372,150,1.6666666666666667
1289,WDCYC3KF0GX247608,126,92386.79,11299,223,1.7698412698412698
1290,JTEBU11F770032875,164,17256.33,3330,2460,15.0
1291,JTJHT00W154000178,173,17898.68,4512,77,0.44508670520231214
1292,WDDWJ6EB4HF527865,438,45710.73,5349,484,1.1050228310502284
1293,WDDHH7GB2GB312711,717,58192.97,9246,123,0.17154811715481172
1294,SCFBB03BX7GC06089,734,53193.78,10374,64,0.08719346049046321
1295,WP0AA29969S706227,278,57940.27,10061,55,0.19784172661870503
1296,JHMBB6156YC006166,199,8225.0,1025,2,0.010050251256281407
1297,1FAFP46V3WF179114,314,16384.31,3966,60,0.1910828025477707
1298,JF4GG226X5G050452,741,6903.05,1800,20,0.02699055330634278
1299,1G1GZ37G5FR101282,717,21597.09,4946,25,0.03486750348675035
1300,WBA3R1C57GK195851,90,31798.64,4125,268,2.977777777777778
1301,SAJWA4DC8AMB36426,90,31864.74,5262,45,0.5
1302,WDBEA51D0MB383724,416,10264.61,4216,3,0.007211538461538462
1303,WP0AA29972S623816,230,36002.14,7784,99,0.43043478260869567
1304,WBSCK9338XLC89103,90,24301.3,4715,31,0.34444444444444444
1305,WBA2L1C36HV668750,90,35914.39,3331,209,2.3222222222222224
1306,WP0AA0947EN456594,103,15458.34,4972,24,0.23300970873786409
1307,WP1AF2A28ELA30575,124,31765.94,5527,156,1.2580645161290323
1308,WAUGGAFR3EA047740,332,28775.28,4823,33,0.09939759036144578
1309,JTJHT00W913509466,90,14130.58,3573,64,0.7111111111111111
1310,SALTL154X2A763736,437,14261.73,3012,5,0.011441647597254004
1311,WBADT63421CF08688,186,5617.18,1253,30,0.16129032258064516
1312,JN1AZ4EH4EM633104,623,25742.05,3874,624,1.0016051364365972
1313,WP1AA29P09LA05903,90,13427.33,2924,163,1.8111111111111111
1314,WP1AC29P64LA90085,328,11596.86,2633,31,0.09451219512195122
1315,WAUKD78PX6A085470,361,6995.41,1443,22,0.060941828254847646
1316,WDDHH8JB3EA783705,389,26136.77,4230,170,0.4370179948586118
1317,1J4FA39S36P728855,550,15414.79,3224,462,0.84
1318,WMWRE93596YB72395,437,7319.32,1677,305,0.6979405034324943
1319,WAUBGAFLXEA142270,259,26087.4,4121,392,1.5135135135135136
1320,5YJSA1E23GF174825,524,53294.24,7036,684,1.3053435114503817
1321,JT6HJ88J1V0162052,90,20586.6,3883,27,0.3
1322,1GNFK16K7PJ345184,200,4227.27,1425,12,0.06
1323,1G1AP58X197199524,489,8488.73,1962,23,0.04703476482617587
1324,WBSCD9324VEE06713,389,18076.02,4529,15,0.038560411311053984
1325,WP0AA0942EN450363,144,15458.34,4972,24,0.16666666666666666
1326,WBSDE93412BZ99914,578,47409.04,15318,27,0.04671280276816609
1327,JM1NC25F460105266,663,12112.33,2686,551,0.8310708898944194
1328,WBSBL93484PN55366,313,21848.86,5900,112,0.35782747603833864
1329,ZHWUM6ZDXLLA09123,432,812698.44,115252,16,0.037037037037037035
1330,WDCYR49E03X134270,168,40856.66,7231,50,0.2976190476190476
1331,1G1YY25U565112851,102,27376.21,4367,1162,11.392156862745098
1332,WDBTJ72H19F266268,241,11634.74,2837,19,0.07883817427385892
1333,WBAVT73577FV29334,587,8094.01,2038,37,0.06303236797274275
1334,WP0CA2984XU622246,231,12951.82,2964,178,0.7705627705627706
1335,WBAAV53411JR78324,518,4947.72,1287,46,0.0888030888030888
1336,WBACB3320SFE20833,108,5633.9,1453,6,0.05555555555555555
1337,SALTY19464A856946,287,11487.28,2738,56,0.1951219512195122
1338,WBSWD935X8PY39577,158,29225.34,5695,356,2.2531645569620253
1339,WBA3G7C51EKN37428,236,20171.07,3737,148,0.6271186440677966
1340,WV2NB47073H005099,207,18589.49,5191,37,0.178743961352657
1341,JM1NB3539X0134438,90,9294.29,2381,184,2.0444444444444443
