,VIN,Num_Days,Market_Value_Mean,Market_Value_Std,Count,Count_Over_Days
3771,WBAVT73597FZ35793,514,8094.01,2038,37,0.07198443579766536
3772,1FAHP62A63Y103197,459,17247.13,4085,460,1.0021786492374727
3773,WDBLK70G0YT032842,341,7324.02,2146,21,0.06158357771260997
3774,1G1AP18X497296905,306,8488.73,1962,23,0.07516339869281045
3775,JT6HT00W8X0033084,325,12807.67,3177,54,0.16615384615384615
3776,JTJBT20X380165882,90,17703.69,3729,496,5.511111111111111
3777,ZARBA5419G1036494,602,11717.21,3273,27,0.044850498338870434
3778,JM1NA3513M1227530,90,9707.44,2687,60,0.6666666666666666
3779,LYV102DM4KB350931,362,44970.12,6097,321,0.8867403314917127
3780,WP0AA2A71CL018518,90,32990.28,5830,348,3.8666666666666667
3781,1FALP42D3SF179558,216,17570.14,5961,21,0.09722222222222222
3782,WBAKG1C58BE599427,174,16801.08,3884,925,5.316091954022989
3783,WBS3R9C57GK336105,594,50327.22,6168,808,1.3602693602693603
3784,SALGW3EFXGA277344,90,87244.13,16177,32,0.35555555555555557
3785,5J6YH27706L009387,593,8127.25,1857,342,0.5767284991568297
3786,1J7FT26L2KL524330,657,15495.0,0,1,0.0015220700152207
3787,WBSNB93566CX06417,318,20989.5,4961,118,0.3710691823899371
3788,3VWAL71K39M049463,413,6770.67,1761,35,0.0847457627118644
3789,SALMF13448A293937,707,12043.27,2640,121,0.17114568599717114
3790,WP1AA29P94LA21963,453,6891.59,1710,25,0.05518763796909492
3791,1FA6P8CF8J5144538,266,37468.94,3965,3030,11.390977443609023
3792,WP0CA298XXU625331,364,12951.82,2964,178,0.489010989010989
3793,JF1GR7E60EG222522,90,21187.75,3399,462,5.133333333333334
3794,JTJHT00W064011125,90,22362.72,5155,141,1.5666666666666667
3795,WP0CA2991WS341069,112,93203.95,21776,22,0.19642857142857142
3796,WUAPV64B03N905699,230,18307.53,4133,34,0.14782608695652175
3797,WP0AA29828U761056,572,27280.95,5684,145,0.2534965034965035
3798,5UMBT93587LY53505,297,26316.37,3316,31,0.10437710437710437
3799,WP0CA29944S652816,391,38231.32,7838,172,0.4398976982097187
3800,JTEBU11F58K020147,686,19037.28,3861,1092,1.5918367346938775
3801,JTEHH20V826063961,560,6358.02,1395,224,0.4
3802,ZAMBB18A840011125,277,26473.44,6636,14,0.05054151624548736
3803,1C4HJWFGXEL273105,332,32714.22,4129,1780,5.36144578313253
3804,YS3FM47R881150561,570,12977.38,4054,6,0.010526315789473684
3805,1J4FF58SXYL239877,479,7578.25,2041,24,0.05010438413361169
3806,WP0CB2A87DS132884,284,53258.38,7328,277,0.9753521126760564
3807,1C4HJWEG0EL136319,355,29688.95,3690,4442,12.512676056338028
3808,JTHBP1BL7GA001585,390,56631.45,5713,124,0.31794871794871793
3809,JACDJ58X917J14387,346,5933.18,1548,13,0.03757225433526012
3810,WMWMH9C58DT377473,390,20844.62,4851,5,0.01282051282051282
3811,WP0CB2A80JS229338,370,82175.91,9891,208,0.5621621621621622
3812,WDDNG79X27A101366,628,31714.38,5782,24,0.03821656050955414
3813,1C4HJXEGXJW148248,98,44291.58,3714,6095,62.19387755102041
3814,1FTFW1RG7JFA46762,332,62905.94,6675,3482,10.487951807228916
3815,1J4FF48S51L626823,238,7269.58,2044,163,0.6848739495798319
3816,WP0AA29912S622760,241,36002.14,7784,99,0.4107883817427386
3820,1G1YB2D45M5117869,283,106149.48,11597,1225,4.328621908127208
3821,WUAPWAF56JA903161,151,67984.1,4627,134,0.8874172185430463
3822,2C3CDXAT1FH748669,381,15239.5,2614,224,0.5879265091863517
3823,WBAAA1318LEC67101,637,15114.68,5557,6,0.009419152276295133
3824,WP0CA29811U621501,90,14688.28,3235,183,2.033333333333333
3825,WBAUN93539VE94806,748,14732.61,3035,116,0.15508021390374332
3826,JTHCL5EF3B5011836,301,19595.11,3906,372,1.2358803986710964
3827,WBSBK9330XEC43328,90,18065.14,4662,65,0.7222222222222222
3828,WBAKF3C54CE445815,305,13537.71,2566,182,0.5967213114754099
3829,WBA3G7C5XFK296602,173,23605.02,3770,129,0.7456647398843931
3830,WP1AA29P05LA24381,640,7629.28,1531,44,0.06875
3831,JTMHY7AJXF4031480,473,55056.23,6636,68,0.14376321353065538
3832,WBAUC73578VF23751,557,12869.56,2743,160,0.2872531418312388
3833,1G1YY22GXX5107001,340,18022.31,3613,406,1.1941176470588235
3834,JN1AR5EF9AM230864,230,70936.84,9355,90,0.391304347826087
3835,3FAHP395X3R174876,616,3664.22,764,3,0.00487012987012987
3836,WDDHF7GBXEA971712,301,50283.13,9006,216,0.717607973421927
3837,1G1YY22G6Y5115551,144,18906.39,3776,340,2.361111111111111
3838,JT4VN13G7L5022283,454,7161.31,1900,3,0.006607929515418502
3839,JHMAP21428S000223,224,34483.13,7839,49,0.21875
3840,WP0AA29952S620073,308,36002.14,7784,99,0.32142857142857145
3841,2C3CDZC96GH213447,487,57443.8,6655,1184,2.431211498973306
3842,YS3FH46U181106833,145,8847.12,2571,34,0.23448275862068965
3843,WDBDA29D6NF976559,165,10959.67,1471,2,0.012121212121212121
3844,1C4JJXSJ6MW775521,249,52456.07,6642,1652,6.634538152610442
3845,JTJHT00W933532717,286,16417.92,3991,69,0.24125874125874125
3846,3VW547AUXJM283913,686,27994.23,2951,1518,2.2128279883381925
3847,WUAPV54BX3N904814,361,19221.07,4493,37,0.10249307479224377
3848,2B5WB35Y9WK134932,90,9328.09,1154,3,0.03333333333333333
3849,WAUCGAFH9BN001355,642,20814.18,3932,112,0.17445482866043613
3850,WBSCK9341YLC91088,685,24537.9,5410,89,0.12992700729927006
3851,WBSDE93451BZ99140,228,32576.16,6726,16,0.07017543859649122
3852,JTHBN36F465041927,90,12247.21,2583,224,2.488888888888889
3853,WDBLJ70G02T120042,696,6155.8,1840,12,0.017241379310344827
3854,JN1RZ24A6LX015323,90,16068.24,4619,26,0.28888888888888886
3855,1GKGK26J6TJ755547,192,6846.47,2067,7,0.036458333333333336
3856,2C3CDZL96MH614038,304,81605.4,9518,1063,3.4967105263157894
3857,WBADN6341XGM63994,266,11564.43,3208,6,0.022556390977443608
3858,WP0CA2997XS651986,346,27773.89,5719,123,0.3554913294797688
3859,JTHBN36F040124684,102,10391.48,2419,310,3.0392156862745097
3860,WBAKA4C53BC612809,307,14097.08,2658,77,0.250814332247557
3861,WBSHD9318PBK06562,328,39163.61,6170,3,0.009146341463414634
3862,1G4BN52P4SR405547,90,5654.03,574,3,0.03333333333333333
3863,WBSBK9334XEC43221,285,18065.14,4662,65,0.22807017543859648
3864,WBAGG834X1DN84809,370,10406.85,2721,19,0.051351351351351354
3865,WDBEA92E2SF306115,272,11067.34,1015,3,0.011029411764705883
3866,WF0DP3TH7H4118497,496,37789.68,4115,898,1.810483870967742
3867,SCFBB03B66GC01793,132,50043.37,9184,24,0.18181818181818182
3868,WBSNB93548CX08248,395,23509.35,5348,92,0.23291139240506328
3869,1G1FG3D78H0125248,398,40989.61,4323,1686,4.236180904522613
3870,57XAAPFA5G5110069,654,21980.63,2950,45,0.06880733944954129
3871,JF1SG69655H713408,627,6985.39,1663,35,0.05582137161084529
3872,WBXPA93424WA30091,315,5704.99,1228,104,0.33015873015873015
3873,1C4BJWDG8DL677768,467,25427.7,3592,3249,6.957173447537473
3874,1FTHX25F9VEB51601,90,11360.41,3521,129,1.4333333333333333
3875,JTHBN36F840166309,95,10391.48,2419,310,3.263157894736842
3876,6G1MK5E21BL561243,251,11730.3,2726,26,0.10358565737051793
3877,3G0FNUE69BS800207,369,20717.66,2232,4,0.01084010840108401
3878,WBSFV9C53DC772514,335,37127.29,5231,191,0.5701492537313433
3879,WAUXD68D51A075184,712,22720.06,4838,5,0.007022471910112359
3880,1FTFW1EF1HKD41726,213,35385.08,5844,14243,66.86854460093896
3881,WDBUF76J43A332514,447,21131.93,4410,11,0.024608501118568233
3882,SAJWA2GB7DLV46665,707,22951.85,4104,170,0.24045261669024046
3883,WDDWJ8HB3JF669265,230,74662.38,8280,144,0.6260869565217392
3884,19UUA75587A038027,262,10215.82,2624,194,0.7404580152671756
3885,1FMEU15N8PLA74128,286,24049.56,5821,46,0.16083916083916083
3886,WDBUF76J93A367954,111,21131.93,4410,11,0.0990990990990991
3887,JF1ZNAA16D1712296,544,17245.84,3007,1796,3.301470588235294
3888,WBSDE93442CF90304,553,47409.04,15318,27,0.048824593128390596
3889,SHHEP33574U500575,467,5361.26,1163,11,0.023554603854389723
3890,3C6UR5NL9GG212917,347,51790.21,7703,2185,6.296829971181556
3891,JH4CL958X8C010275,90,8005.1,1782,194,2.1555555555555554
3892,WBSBR93402EX23928,361,20534.7,4952,115,0.3185595567867036
3893,3C3CFFJH3ET290171,90,14100.98,2786,91,1.011111111111111
3894,1G6DV5EP8C0143002,703,39772.71,6596,245,0.3485064011379801
3895,1FATP8FF3K5157990,90,40577.63,4492,4538,50.422222222222224
3896,SALLDHMF8LA933969,762,83722.57,33256,4,0.005249343832020997
3897,WBABJ7323WEA16765,236,9533.77,2297,7,0.029661016949152543
3898,JT2AW16JXK0146328,90,20700.0,11030,2,0.022222222222222223
3899,ZHWUT5ZF7LLA15167,328,330797.92,26650,98,0.29878048780487804
3900,WBSBR93422EX24918,249,20534.7,4952,115,0.46184738955823296
3901,1HGCD7166SA030437,277,3216.23,684,13,0.04693140794223827
3902,WBAGH83451DP32734,264,7410.8,1817,24,0.09090909090909091
3903,SCA664S53BUX49368,215,123045.89,15606,85,0.3953488372093023
3904,1GCEC14W7WZ131724,343,6478.13,1790,215,0.6268221574344023
3905,ZAMBB18A240013257,90,26473.44,6636,14,0.15555555555555556
3906,6U900JZA800025071,90,46142.0,4040,2,0.022222222222222223
3907,WBA6A0C53ED317735,328,27923.14,4273,127,0.3871951219512195
3908,JTHFE2C25A2503547,187,20867.24,4164,199,1.0641711229946524
3909,JTJHT00W853551357,117,17898.68,4512,77,0.6581196581196581
3910,WBSBL93446PN64343,200,25657.39,5572,101,0.505
3914,JF1GD70654L510502,409,22099.84,5443,54,0.13202933985330073
3915,JM1NB354340407961,90,17594.93,3962,35,0.3888888888888889
3919,JNKCV51F34M714989,136,7067.51,1668,301,2.213235294117647
3920,WDBCA39D7JA399601,264,16328.69,3983,7,0.026515151515151516
3921,5TDBT48A46S266485,614,9569.32,2259,229,0.3729641693811075
3922,SAJPD1842XC873663,661,11593.3,3114,9,0.01361573373676248
3923,JA32V6FV7AU030511,469,9883.41,2392,8,0.017057569296375266
3924,SALME15456A198588,263,9006.45,2144,128,0.4866920152091255
3925,2B3LJ74WX8H329315,90,27348.65,5904,240,2.6666666666666665
3926,5YJSA1E10GF161232,469,47138.79,5340,207,0.44136460554371004
3927,WDBFA67F0TF129179,746,9776.05,2253,22,0.029490616621983913
3928,WDBRF76J46F726284,759,17530.57,6185,9,0.011857707509881422
3929,WBAUU33549A544763,760,10741.44,2361,35,0.046052631578947366
3930,WAUCGAFR8EA015655,243,27391.62,3878,244,1.0041152263374487
3931,SCBBR53W16C038469,293,39693.9,7578,159,0.5426621160409556
3932,JTJJM7FX8F5099066,643,36255.83,4857,329,0.5116640746500778
3933,SAJWA2EK2EMV53649,90,38642.27,5471,21,0.23333333333333334
3934,WP0AB2A84EK192923,252,57439.31,5741,254,1.007936507936508
3935,WDBWK56F96F124110,317,13788.94,3035,132,0.416403785488959
3936,WBADT63412CK27447,461,6189.64,1840,42,0.0911062906724512
3937,WDBFA67F8VF147528,713,12587.66,3656,42,0.05890603085553997
3938,JF1CX8651VH100150,614,8983.09,2580,4,0.006514657980456026
3939,WDBFA68F2YF191382,679,14803.65,3980,77,0.1134020618556701
3940,WBAHN83578DT87870,504,9691.33,2143,192,0.38095238095238093
3941,1FTYE2CM4KKB10734,378,38249.09,7352,237,0.626984126984127
3942,3GNGK26G81G271739,90,8852.4,3030,40,0.4444444444444444
3943,1FA6P8JZ7J5503407,137,64077.41,7007,475,3.4671532846715327
3944,WDBPJ78J21A017569,494,14130.91,3302,18,0.03643724696356275
3945,WDDNG79X67A110619,224,31714.38,5782,24,0.10714285714285714
3946,WAULSAF86NN002160,90,170796.33,2421,3,0.03333333333333333
3947,1FTNX21P44EA35187,368,13640.73,3537,1240,3.369565217391304
3948,WBA8B3G3XHNA92845,315,33688.1,3359,199,0.6317460317460317
3949,3VW447AU7HM021157,523,24522.32,2626,1444,2.7609942638623326
3950,WDBCA39D3HA284276,221,11270.57,3189,5,0.02262443438914027
3951,JF2SHGAC7BH726978,90,12385.72,2907,20,0.2222222222222222
3952,WDDNG76X87A109847,90,19090.85,4458,40,0.4444444444444444
3953,WBAFR9C53BC271094,293,15022.7,2969,289,0.9863481228668942
3954,5J6YH27604L012360,530,6768.06,1695,394,0.7433962264150943
3955,JTJBT20X760116312,215,14575.22,3318,484,2.2511627906976743
3956,JF1GR7E6XDG818669,90,19200.57,3463,691,7.677777777777778
3957,WBADT63413CK29152,215,6028.02,1597,77,0.3581395348837209
3958,4USCH7323TLB65410,91,9439.45,2656,76,0.8351648351648352
3959,JTHFN48Y030048002,180,15977.11,3747,275,1.5277777777777777
3960,WBADT53461CE91923,392,5617.18,1253,30,0.07653061224489796
3961,2G1FP32G022147155,161,19278.1,5487,275,1.7080745341614907
3962,3FTNW21FX2MA07699,315,12436.38,3327,485,1.5396825396825398
3963,WBAPK53559A514816,370,9179.65,1927,574,1.5513513513513513
3964,JT4RN50R9J5131775,90,9479.65,2991,6,0.06666666666666667
3965,WBA8B3C51JK843178,130,39595.38,3801,584,4.492307692307692
3966,WBAVT73557FV29221,396,8094.01,2038,37,0.09343434343434344
3967,TRUWT28N121011900,126,8662.84,1993,24,0.19047619047619047
3968,WDDGJ7HB3CF806383,265,34082.08,7727,73,0.27547169811320754
3969,W1K7X8KB7LA030267,164,180930.27,22613,85,0.5182926829268293
3970,WBAUC9C51DVY60662,413,23504.57,4348,214,0.5181598062953995
3971,JHMAP21465S007283,131,28972.72,5903,147,1.1221374045801527
3972,JHMCA5533HC020004,544,1997.5,3,2,0.003676470588235294
3973,WP0AA29937S711205,361,48643.68,8835,79,0.2188365650969529
3974,WBABW53445PL52609,756,9026.89,2180,110,0.1455026455026455
3975,1FM5K8GT9FGA21861,500,23907.15,3448,2259,4.518
3976,1G1BL82P3RR125908,349,8631.02,1579,3,0.008595988538681949
3977,JM1NC2NF9E0235915,553,20266.55,2716,20,0.03616636528028933
3978,WBAWC33527PC86218,472,7533.5,1772,469,0.9936440677966102
3979,1FMEE5BP6NLB08641,90,45221.94,7519,747,8.3
3980,WDZPE8DC8E5851587,112,36468.14,11066,42,0.375
3981,YS3FH41U161144521,354,6562.0,1866,44,0.12429378531073447
3982,JN1CZ24DXSX570029,397,28631.67,8077,3,0.007556675062972292
3983,WBAUP7C52AVF07760,90,11440.88,2467,176,1.9555555555555555
3984,WZ1DB0C08MW035395,453,59088.95,3644,1069,2.3598233995584987
3985,WBS3R9C54GK336062,384,50327.22,6168,808,2.1041666666666665
3989,JH4DC436X1S006005,266,9999.99,3959,2,0.007518796992481203
3990,WBS3R9C58FK333504,462,45802.17,5631,1089,2.357142857142857
3991,2GCEK19R4W1255657,265,6478.13,1790,215,0.8113207547169812
3992,WBAPT7C51AC237731,90,12310.22,2884,40,0.4444444444444444
3993,1G1YU2D67H5601334,753,83283.93,10279,273,0.36254980079681276
3994,WBA3A9C57CF270606,300,19486.82,3973,501,1.67
3995,JHMAP21408S000933,697,34483.13,7839,49,0.0703012912482066
3996,WBAGH83421DP30391,411,7410.8,1817,24,0.058394160583941604
3997,JTHBP5C24B5008394,353,38021.05,6803,36,0.10198300283286119
3998,WDBVG78JX6A001598,529,124993.55,35363,2,0.003780718336483932
3999,JH4KA7661MC031934,423,15579.23,4398,6,0.014184397163120567
4000,WAUGL78E18A001241,578,13688.66,2107,30,0.05190311418685121
4001,WDBBA25A2BB000915,287,7397.1,1850,5,0.017421602787456445
4002,1FACP44E3LF157681,130,16296.4,4942,36,0.27692307692307694
4003,SAJWA82B46SH09892,537,9044.57,2155,28,0.0521415270018622
4004,WBA3K5C51FK300815,347,25281.2,4150,79,0.2276657060518732
4005,WBAPK73549A464647,348,9179.65,1927,574,1.6494252873563218
4006,1J4FA29P72P764452,353,11610.0,2402,45,0.1274787535410765
4007,5YJSA1CP0CFP02524,173,35431.6,4074,23,0.1329479768786127
4008,WDBFA66E1LF007911,515,9578.98,2498,10,0.019417475728155338
4009,JM1NA3511L0123784,249,11342.12,3059,77,0.3092369477911647
4010,WP0JB292XLS860477,328,36271.67,10066,3,0.009146341463414634
4011,WDDNG7HB1AA311664,493,29107.06,5407,48,0.0973630831643002
4012,1FTER4FH2MLD79474,90,39539.99,5628,21470,238.55555555555554
4013,JA3AW75K6SY819992,283,39836.28,7169,4,0.014134275618374558
4014,WBAUN7C59BVM25318,90,17429.24,3591,238,2.6444444444444444
4015,1FAFP46V8XF184407,634,16743.45,3096,65,0.10252365930599369
4016,1GNEK13Z22J282274,90,6024.78,1469,530,5.888888888888889
4017,WAUF1GFFXG1034783,458,32590.75,3960,131,0.28602620087336245
4018,JM1GG12L361105612,664,8020.31,1850,36,0.05421686746987952
4019,WBA8K3C54JA483605,90,35875.24,3771,111,1.2333333333333334
4020,WDDGJ7HBXEG216386,350,45411.02,8909,59,0.16857142857142857
4021,WBA3A5G5XDNN66052,293,15314.69,3112,2851,9.73037542662116
4022,WBADN53403GF71384,733,12431.59,3900,19,0.02592087312414734
4023,JTENU5JR5M5912518,90,47480.27,3585,1413,15.7
4024,WDDYJAJAXGA000806,90,98160.54,12289,436,4.844444444444444
4025,5YJSA1CP3DFP21540,427,35403.37,4585,455,1.0655737704918034
4029,SCFBF03B48GC09169,364,46079.27,6588,15,0.04120879120879121
4030,1G2PF379XGP201896,703,9983.58,1901,7,0.00995732574679943
4031,SAJGX5746VC005646,647,11709.25,2976,70,0.10819165378670788
4032,WDBFA67E8SF115696,770,9428.05,2699,41,0.053246753246753244
4033,1C6JJTBG8LL130583,760,55931.26,5219,3705,4.875
4034,1C3EW65G71V704136,521,34905.32,5024,52,0.09980806142034548
4035,5YJXCDE20LF234135,416,103157.68,9585,141,0.3389423076923077
4036,WBACN33491LK46475,402,10876.16,2687,107,0.26616915422885573
4037,WDDNG76X87A082309,623,19090.85,4458,40,0.06420545746388442
4041,WBAEW53433PG09353,90,5632.8,1348,26,0.28888888888888886
4042,ZFF73SKA2D0190981,447,145133.23,16981,13,0.029082774049217
4043,JT8UZ30C8N0018982,389,11087.27,3242,29,0.07455012853470437
4044,JT3HN86R6Y0321923,194,7515.44,1819,193,0.9948453608247423
4045,WDBEA92E7RF284901,780,11448.38,3609,2,0.002564102564102564
4046,1J4FY19P4SP315395,347,8617.28,2157,97,0.27953890489913547
4047,WDBFA68F2YF188272,619,14803.65,3980,77,0.12439418416801293
4048,9BWFP61JX34011901,581,4972.5,31,2,0.0034423407917383822
4049,WP0AB0949HN476122,90,7420.98,1759,11,0.12222222222222222
4050,JN1CZ24H6MX504308,276,19808.84,5255,13,0.04710144927536232
4051,WAUDF48H68K010546,376,9066.22,2179,98,0.26063829787234044
4052,1J4BA6H1XBL583100,668,24806.7,3648,590,0.8832335329341318
4053,5TFCZ5AN3HX101210,181,35094.37,4144,10880,60.110497237569064
4054,3FADP4EJ6BM102737,306,6381.49,1439,893,2.918300653594771
4055,WDDGJ7HB4EG194949,90,45411.02,8909,59,0.6555555555555556
4056,WDBAB93A6DN017187,90,14449.62,636,2,0.022222222222222223
4057,WDDUG8CB0EA051630,90,40906.76,5365,746,8.28888888888889
4058,WDDEJ8GB9AA023741,371,22753.38,4995,72,0.1940700808625337
4059,JTJHT00W874028935,544,23873.71,4872,56,0.10294117647058823
4060,SALMF13468A268313,150,12043.27,2640,121,0.8066666666666666
4061,1G1Y72D40L5103247,311,101455.44,9802,686,2.2057877813504825
4062,WDBRF76J46F770916,188,17530.57,6185,9,0.047872340425531915
4063,WDBSK74F56F114042,615,25797.08,5603,20,0.032520325203252036
4064,WBAFR9C59BC271102,600,15022.7,2969,289,0.4816666666666667
4065,WUARL48H75K900005,486,11723.72,3097,38,0.07818930041152264
4066,JTEBU11F070062221,607,17256.33,3330,2460,4.052718286655684
4067,WBA2G1C31HV665386,280,35914.39,3331,209,0.7464285714285714
4068,3TMCZ5ANXHM095413,192,35094.37,4144,10880,56.666666666666664
4069,WDBBA48D9JA082843,361,26608.47,7563,100,0.2770083102493075
4070,JTJHT00WX33532581,180,16417.92,3991,69,0.38333333333333336
4074,WP0AA2A88AU760849,314,34104.63,6038,23,0.0732484076433121
4075,WP0AA0947DN464354,347,13486.16,4082,13,0.037463976945244955
4076,SCBLF34F54CX09770,467,41909.29,6130,7,0.014989293361884369
4077,WAUDGAFL3FA045616,201,30025.14,4016,313,1.5572139303482586
4078,WDDKJ6HB2FF302271,189,27660.33,4109,114,0.6031746031746031
4079,SALPM16422A467042,516,14557.47,4731,11,0.02131782945736434
4080,JF1SG69627H730735,433,9253.37,1880,17,0.03926096997690531
4081,WDDZH6JB9KA684259,333,62560.66,5629,183,0.5495495495495496
4082,NM0LS7BN3BT062080,90,10665.8,2716,254,2.8222222222222224
4083,1GKET12S446177370,259,5377.9,1239,147,0.5675675675675675
4084,WDBHA33G7XF845055,150,20137.8,4338,5,0.03333333333333333
4085,JA32W5FV1AU004767,90,24254.99,4341,35,0.3888888888888889
4086,WBSCD9322VEE06449,593,18076.02,4529,15,0.025295109612141653
4087,1G4AZ67YXDE430535,543,15470.19,3339,4,0.007366482504604052
4088,SAJWB6A68G8K31641,172,44359.2,4991,179,1.0406976744186047
4089,WBSBG9322VEY75668,90,32903.52,10338,7,0.07777777777777778
4090,ZARBAAC44FM139579,145,62048.58,7420,30,0.20689655172413793
4091,JN1BZ34EX7M552763,90,13959.59,2947,124,1.3777777777777778
4095,1G1FH1R77G0146309,139,36858.11,3868,1563,11.244604316546763
4096,1G1YM2D73G5111433,329,58490.25,6100,458,1.3920972644376899
4097,1FMEU15H7SLA36862,481,22122.93,4969,75,0.15592515592515593
4098,WBSLZ9C59FD651247,279,52409.12,7775,68,0.24372759856630824
4099,WP0CA2A93CS140071,90,70781.13,9657,70,0.7777777777777778
4100,1FAFP46V6XF164124,669,16743.45,3096,65,0.09715994020926756
4101,WDBJF70J8YA968307,531,5843.4,1348,20,0.03766478342749529
4102,JT3VN39W8P0095180,558,6914.87,2149,13,0.023297491039426525
4103,3GNEC16R0TG172190,319,6410.76,1933,5,0.01567398119122257
4104,2G1FT1EW8D9217157,181,26196.5,4250,868,4.795580110497237
4105,JH4DC2397YS001160,126,17244.83,1060,2,0.015873015873015872
4106,1FA6P8TH3K5175716,334,29291.96,3021,3423,10.248502994011975
4107,WDDUG7JB0FA097473,348,70401.8,11331,446,1.2816091954022988
4108,WDBSK75F85F095421,465,16843.13,3776,349,0.7505376344086021
4109,JHMAP21416S002350,222,30141.94,5725,111,0.5
4110,137PH84396E232704,259,249198.08,56930,19,0.07335907335907337
4111,JTDDY32T620061665,721,7921.77,2354,7,0.009708737864077669
4115,1C6HJTAGXLL172494,231,43193.42,4709,3993,17.285714285714285
4116,WDBTK75G74T011201,608,11074.37,2885,57,0.09375
4117,JM1NB353XX0130608,353,9294.29,2381,184,0.5212464589235127
4118,3C3CFFFH7CT299204,228,12269.33,2898,161,0.706140350877193
4119,JNKCA21A7XT751214,651,4026.14,986,15,0.02304147465437788
4120,WBSDE9341YBZ95418,90,29754.47,7638,28,0.3111111111111111
4124,1FMSU43F91EB02465,319,12211.4,3469,159,0.49843260188087773
4125,SALLDVAF7HA701722,497,25084.92,7057,18,0.03621730382293763
4126,1G4EC33L9MB900387,180,13847.0,2612,7,0.03888888888888889
4127,YV1SJ52Y042365045,166,7976.86,2639,16,0.0963855421686747
4128,WAUXL68E34A175901,116,14976.0,27,3,0.02586206896551724
4129,WDDEJ8GB7AA025102,90,22753.38,4995,72,0.8
4130,WDBBA48D6JA085232,307,26608.47,7563,100,0.3257328990228013
4131,WBAVS13547FV95081,553,8679.61,1411,18,0.0325497287522604
4132,WAU2GAFC9GN018986,133,36691.9,4581,844,6.345864661654136
4133,WV2ZA0256BH031546,468,29811.49,6597,4,0.008547008547008548
4134,WV2EB47011H099428,123,25521.49,6271,7,0.056910569105691054
4135,WDBSK76F55F086769,90,26515.53,5550,18,0.2
4136,JT6HT00W1Y0112288,382,12915.13,2964,103,0.2696335078534031
4137,1G1AY0787C5116238,90,21538.78,4956,31,0.34444444444444444
4138,1P3EW65F6VV300981,131,43041.67,7967,20,0.15267175572519084
4139,WBAUC73508VF22084,369,12869.56,2743,160,0.43360433604336046
4140,JM1NB354040405729,376,17594.93,3962,35,0.09308510638297872
4141,WBA8G5C55GK442951,243,23749.53,3303,1333,5.48559670781893
4142,WBABW53476PZ41056,90,9439.74,2190,135,1.5
4143,WDDDJ76X16A060583,647,17423.25,3379,56,0.0865533230293663
4144,SAJXA4DC8CMB48275,628,37219.26,5708,21,0.03343949044585987
4145,WBAUC73588VF24181,90,12869.56,2743,160,1.7777777777777777
4146,WP1AB29P96LA63954,299,10315.56,2305,128,0.4280936454849498
4147,WP0AB2A73JL133020,116,92374.91,7014,527,4.543103448275862
4148,1ZVBP8CF5E5320277,90,27148.08,4492,2438,27.08888888888889
4149,2G1WX12K2Y9212516,532,4654.42,1182,45,0.08458646616541353
4150,WBAGJ8329WDM23035,705,4649.53,1313,10,0.014184397163120567
4151,5YJXCDE20HF054967,112,74383.55,8978,706,6.303571428571429
4152,WDDDJ76XX6A061358,202,17423.25,3379,56,0.27722772277227725
4153,WP1AB2A29DLA81903,90,28409.3,4696,164,1.8222222222222222
4154,WBSPM9C58BE202579,123,33375.0,6760,466,3.7886178861788617
4155,WBSBF0323SEN90942,467,24200.63,5621,18,0.03854389721627409
4156,WDBJF55F9VA377908,196,4604.92,1250,37,0.18877551020408162
4157,WDDJK7KA1DF011806,340,94917.16,11426,12,0.03529411764705882
4158,JTJBT20X270125954,360,15595.95,3475,454,1.261111111111111
4159,WP0AD2A95FS166609,311,143398.24,15373,186,0.5980707395498392
4160,WBAUC9C51DVM13362,438,23504.57,4348,214,0.4885844748858447
4161,3VWJ17AT8EM653437,90,15293.77,3045,111,1.2333333333333334
4162,WDBWK54F17F161382,97,14005.82,3401,153,1.577319587628866
4163,JTEBU5JR5L5769376,486,45622.24,5958,9308,19.152263374485596
4164,JT6HJ88J7V0182225,740,20586.6,3883,27,0.03648648648648649
4165,1G6AL1RY2K0128580,216,59880.96,5683,34,0.1574074074074074
4166,WDBUF22X07B088065,90,8671.61,1781,44,0.4888888888888889
4167,5UMBT93507LY53059,283,26316.37,3316,31,0.10954063604240283
4168,WBSCD0320VEE12553,90,18076.02,4529,15,0.16666666666666666
4169,JA32W8FV1DU024541,90,31275.65,5437,77,0.8555555555555555
4170,6G2VX12G44L280311,122,16050.09,3756,185,1.5163934426229508
4171,WDBEA92E9SF307780,605,11067.34,1015,3,0.0049586776859504135
4172,1FTXW43R98EA81089,146,30273.33,6382,427,2.9246575342465753
4173,1G1YY12S935103496,495,29279.01,5643,244,0.49292929292929294
4174,6G3F15RW7GL203328,649,45586.33,5317,159,0.24499229583975346
4175,WBABW53445PL51783,507,9026.89,2180,110,0.21696252465483234
4176,1GTHK232X5F866055,90,16531.29,4411,415,4.611111111111111
4177,WDBAB23A7DB380820,686,7820.52,1845,6,0.008746355685131196
4178,YV1902SH4F1202066,298,25888.45,4207,18,0.06040268456375839
4179,WDBPJ74J75A044665,551,16273.13,3491,23,0.041742286751361164
4180,WP0AB2A96HS124927,90,123437.91,14581,512,5.688888888888889
4181,SAJWA4FC2BMB42091,90,35031.13,5109,6,0.06666666666666667
4182,WBA6B4C55FD761771,235,36941.51,5858,208,0.8851063829787233
